"Taxon","Quadrat","Abundance","SiteHeightYear"
"Sargassum muticum",7,8,"Meay Channel LOW 2015"
"Sphacelaria rigidula",7,9,"Meay Channel LOW 2015"
"Ulva lactuca",7,64,"Meay Channel LOW 2015"
"Ulva prolifera",7,7,"Meay Channel LOW 2015"
"BARE ROCK",8,4,"Meay Channel LOW 2015"
"Ceramium pacificum",8,6,"Meay Channel LOW 2015"
"Cladophora sericea",8,2,"Meay Channel LOW 2015"
"Colpomenia peregrina",8,1,"Meay Channel LOW 2015"
"Halosaccion glandiforme",8,1,"Meay Channel LOW 2015"
"Hildenbrandia rubra",8,2,"Meay Channel LOW 2015"
"Leathesia marina",8,4,"Meay Channel LOW 2015"
"Macrocystis pyrifera",8,1,"Meay Channel LOW 2015"
"Mastocarpus latissimus",8,4,"Meay Channel LOW 2015"
"Neorhodomela aculeata",8,10,"Meay Channel LOW 2015"
"Prionitis sternbergii",8,1,"Meay Channel LOW 2015"
"Punctaria",8,1,"Meay Channel LOW 2015"
"Saccharina latissima",8,2,"Meay Channel LOW 2015"
"Sargassum muticum",8,8,"Meay Channel LOW 2015"
"Sparlingia pertusa",8,2,"Meay Channel LOW 2015"
"Ulva lactuca",8,61,"Meay Channel LOW 2015"
"Clam shell, dead",8,3,"Meay Channel LOW 2015"
"BARE ROCK",9,10,"Meay Channel LOW 2015"
"CORALLINE",9,9,"Meay Channel LOW 2015"
"Bossiella frondescens",9,2,"Meay Channel LOW 2015"
"Ceramium pacificum",9,3,"Meay Channel LOW 2015"
"Cladophora sericea",9,7,"Meay Channel LOW 2015"
"Coralline crust, unknown",9,7,"Meay Channel LOW 2015"
"Halosaccion glandiforme",9,3,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",9,6,"Meay Channel LOW 2015"
"Leathesia marina",9,9,"Meay Channel LOW 2015"
"Mastocarpus latissimus",9,6,"Meay Channel LOW 2015"
"Neorhodomela aculeata",9,12,"Meay Channel LOW 2015"
"Ralfsia sp",9,2,"Meay Channel LOW 2015"
"Ralfsia fungiformis",9,0.5,"Meay Channel LOW 2015"
"Sargassum muticum",9,6,"Meay Channel LOW 2015"
"Ulva lactuca",9,10,"Meay Channel LOW 2015"
"Ulva prolifera",9,3,"Meay Channel LOW 2015"
"Unidentified turf",9,9,"Meay Channel LOW 2015"
"Barnacle sp.",9,0.5,"Meay Channel LOW 2015"
"Clam shell, dead",9,0.5,"Meay Channel LOW 2015"
"Bossiella frondescens",10,0.5,"Meay Channel LOW 2015"
"Ceramium pacificum",10,2,"Meay Channel LOW 2015"
"Colpomenia peregrina",10,3.5,"Meay Channel LOW 2015"
"Dictyosiphon foeniculaceus",10,6,"Meay Channel LOW 2015"
"Halosaccion glandiforme",10,6.5,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",10,2,"Meay Channel LOW 2015"
"Leathesia marina",10,5.5,"Meay Channel LOW 2015"
"Neorhodomela aculeata",10,24,"Meay Channel LOW 2015"
"Sargassum muticum",10,3,"Meay Channel LOW 2015"
"Sphacelaria rigidula",10,5,"Meay Channel LOW 2015"
"Ulva lactuca",10,39,"Meay Channel LOW 2015"
"Ulva prolifera",10,1.5,"Meay Channel LOW 2015"
"BARE ROCK",1,23,"North Beach LOW 2016"
"CORALLINE",1,45,"North Beach LOW 2016"
"Bossiella frondifera",1,10,"North Beach LOW 2016"
"Callithamnion pikeanum",1,2,"North Beach LOW 2016"
"Clathromorphum Neopolyporolithon reclinatum",1,0.5,"North Beach LOW 2016"
"Corallina vancouveriensis",1,23,"North Beach LOW 2016"
"Coralline crust, unknown",1,1,"North Beach LOW 2016"
"Hildenbrandia rubra",1,13,"North Beach LOW 2016"
"Hymenena / Cryptopleura sp.",1,5,"North Beach LOW 2016"
"Lithothamnion phymatodeum",1,2,"North Beach LOW 2016"
"Mastocarpus intermedius",1,0.5,"North Beach LOW 2016"
"Microcladia borealis",1,0.5,"North Beach LOW 2016"
"Petrocelis",1,3,"North Beach LOW 2016"
"Peyssonnelia",1,3,"North Beach LOW 2016"
"Plocamium violaceum",1,7,"North Beach LOW 2016"
"Pseudolithophyllum neofarlowii Spongites tumidum",1,8,"North Beach LOW 2016"
"Saccharina sessilis",1,48,"North Beach LOW 2016"
"Spongites tumidum",1,8,"North Beach LOW 2016"
"Anemone",1,0.5,"North Beach LOW 2016"
"Limpet",1,13,"North Beach LOW 2016"
"Tonicella",1,1,"North Beach LOW 2016"
"Katharina",1,2,"North Beach LOW 2016"
"BARE ROCK",2,8,"North Beach LOW 2016"
"CORALLINE",2,20,"North Beach LOW 2016"
"Bossiella frondifera",2,8,"North Beach LOW 2016"
"Bossiella reptans",2,2,"North Beach LOW 2016"
"Corallina sp. 2",2,2,"North Beach LOW 2016"
"Coralline crust, unknown",2,0.5,"North Beach LOW 2016"
"Hildenbrandia rubra",2,1,"North Beach LOW 2016"
"Hymenena / Cryptopleura sp.",2,2,"North Beach LOW 2016"
"Lithothamnion phymatodeum",2,2,"North Beach LOW 2016"
"Petrocelis",2,1,"North Beach LOW 2016"
"Peyssonnelia",2,4,"North Beach LOW 2016"
"Phyllospadix scouleri",2,80,"North Beach LOW 2016"
"Pseudolithophyllum neofarlowii Spongites tumidum",2,2,"North Beach LOW 2016"
"Saccharina sessilis",2,17,"North Beach LOW 2016"
"Salishia firma",2,1,"North Beach LOW 2016"
"Spongites tumidum",2,2,"North Beach LOW 2016"
"Limpet",2,1,"North Beach LOW 2016"
"Tonicella",2,2,"North Beach LOW 2016"
"Bryozoan",2,30,"North Beach LOW 2016"
"Mopalia",2,1,"North Beach LOW 2016"
"Melobesia",2,1,"North Beach LOW 2016"
"Bossiella dichotoma",2,1,"North Beach LOW 2016"
"BARE ROCK",3,1,"North Beach LOW 2016"
"CORALLINE",3,12,"North Beach LOW 2016"
"Alaria marginata",3,3,"North Beach LOW 2016"
"Bossiella frondifera",3,2,"North Beach LOW 2016"
"Calliarthron tuberculosum",3,6,"North Beach LOW 2016"
"Codium setchellii",3,2,"North Beach LOW 2016"
"Coralline crust, unknown",3,1,"North Beach LOW 2016"
"Costaria costata",3,2,"North Beach LOW 2016"
"Desmarestia ligulata",3,4,"North Beach LOW 2016"
"Fauchea sp.",3,0.5,"North Beach LOW 2016"
"Fucus distichus",3,1,"North Beach LOW 2016"
"Hildenbrandia rubra",3,12,"North Beach LOW 2016"
"Johansenia macmillanii",3,4,"North Beach LOW 2016"
"Laminaria setchellii",3,1,"North Beach LOW 2016"
"Lithothamnion phymatodeum",3,2,"North Beach LOW 2016"
"Nereocystis luetkeana",3,3,"North Beach LOW 2016"
"Peyssonnelia",3,5,"North Beach LOW 2016"
"Phyllospadix scouleri",3,98,"North Beach LOW 2016"
"Pseudolithophyllum whidbeyense",3,3,"North Beach LOW 2016"
"Pterygophora californica",3,8,"North Beach LOW 2016"
"Salishia firma",3,1,"North Beach LOW 2016"
"Bossiella hakaiensis",3,1,"North Beach LOW 2016"
"Melobesia",3,5,"North Beach LOW 2016"
"Bossiella dichotoma",3,1,"North Beach LOW 2016"
"Clam",3,1,"North Beach LOW 2016"
"Crab",3,5,"North Beach LOW 2016"
"Snail",3,5,"North Beach LOW 2016"
"BARE ROCK",4,3,"North Beach LOW 2016"
"CORALLINE",4,85,"North Beach LOW 2016"
"Bossiella flexulosa",4,15,"North Beach LOW 2016"
"Bossiella frondescens",4,5,"North Beach LOW 2016"
"Bossiella frondifera",4,21,"North Beach LOW 2016"
"Callithamnion pikeanum",4,1,"North Beach LOW 2016"
"Clathromorphum Neopolyporolithon reclinatum",4,2,"North Beach LOW 2016"
"Codium setchellii",4,3,"North Beach LOW 2016"
"Corallina vancouveriensis",4,14,"North Beach LOW 2016"
"Corallina sp. 2",4,7,"North Beach LOW 2016"
"Desmarestia ligulata",4,4,"North Beach LOW 2016"
"Hildenbrandia occidentalis",4,2,"North Beach LOW 2016"
"Laminaria setchellii",4,1,"North Beach LOW 2016"
"Lithothamnion phymatodeum",4,2,"North Beach LOW 2016"
"Mazzaella oregona",4,3,"North Beach LOW 2016"
"Mazzaella splendens",4,0.5,"North Beach LOW 2016"
"Microcladia borealis",4,0.5,"North Beach LOW 2016"
"Polyneura latissima",4,2,"North Beach LOW 2016"
"Saccharina sessilis",4,93,"North Beach LOW 2016"
"Salishia firma",4,1,"North Beach LOW 2016"
"BARE ROCK",5,6,"North Beach LOW 2016"
"CORALLINE",5,47,"North Beach LOW 2016"
"Alaria marginata",5,10,"North Beach LOW 2016"
"Bossiella frondifera",5,14,"North Beach LOW 2016"
"Bossiella manzae",5,4,"North Beach LOW 2016"
"Bossiella pseudodichotoma",5,1,"North Beach LOW 2016"
"Bossiella reptans",5,8,"North Beach LOW 2016"
"Callithamnion pikeanum",5,2,"North Beach LOW 2016"
"Corallina vancouveriensis",5,7,"North Beach LOW 2016"
"Coralline crust, unknown",5,5,"North Beach LOW 2016"
"Ectocarpus commensalis",5,2,"North Beach LOW 2016"
"Egregia menziesii",5,2,"North Beach LOW 2016"
"Hildenbrandia rubra",5,1,"North Beach LOW 2016"
"Hymenena / Cryptopleura sp.",5,10,"North Beach LOW 2016"
"Mazzaella splendens",5,12,"North Beach LOW 2016"
"Odonthalia floccosa",5,15,"North Beach LOW 2016"
"Saccharina sessilis",5,82,"North Beach LOW 2016"
"Salishia firma",5,1,"North Beach LOW 2016"
"Pododesmus",5,1,"North Beach LOW 2016"
"BARE ROCK",6,10,"North Beach LOW 2016"
"CORALLINE",6,40,"North Beach LOW 2016"
"Bossiella frondescens",6,6,"North Beach LOW 2016"
"Bossiella frondifera",6,4,"North Beach LOW 2016"
"Callithamnion pikeanum",6,2,"North Beach LOW 2016"
"Corallina vancouveriensis",6,12,"North Beach LOW 2016"
"Coralline crust, unknown",6,9,"North Beach LOW 2016"
"Hildenbrandia occidentalis",6,0.5,"North Beach LOW 2016"
"Hildenbrandia rubra",6,3,"North Beach LOW 2016"
"Hymenena / Cryptopleura sp.",6,3,"North Beach LOW 2016"
"Mazzaella oregona",6,1,"North Beach LOW 2016"
"Mazzaella splendens",6,22,"North Beach LOW 2016"
"Odonthalia floccosa",6,2,"North Beach LOW 2016"
"Petrocelis",6,0.5,"North Beach LOW 2016"
"Plocamium violaceum",6,22,"North Beach LOW 2016"
"Polyneura latissima",6,6,"North Beach LOW 2016"
"Pseudolithophyllum neofarlowii Spongites tumidum",6,6,"North Beach LOW 2016"
"Saccharina sessilis",6,52,"North Beach LOW 2016"
"Spongites tumidum",6,6,"North Beach LOW 2016"
"Tonicella",6,1,"North Beach LOW 2016"
"Katharina",6,1,"North Beach LOW 2016"
"Onchidella",6,1,"North Beach LOW 2016"
"Brown crust",6,4,"North Beach LOW 2016"
"BARE ROCK",7,12,"North Beach LOW 2016"
"CORALLINE",7,37,"North Beach LOW 2016"
"Bossiella frondescens",7,6,"North Beach LOW 2016"
"Bossiella frondifera",7,11,"North Beach LOW 2016"
"Callithamnion pikeanum",7,6,"North Beach LOW 2016"
"Clathromorphum Neopolyporolithon reclinatum",7,2,"North Beach LOW 2016"
"Codium fragile",7,1,"North Beach LOW 2016"
"Corallina arbuscula",7,1,"North Beach LOW 2016"
"Corallina vancouveriensis",7,14,"North Beach LOW 2016"
"Corallina sp. 2",7,1,"North Beach LOW 2016"
"Endocladia muricata",7,6,"North Beach LOW 2016"
"Fucus distichus",7,0.5,"North Beach LOW 2016"
"Halosaccion glandiforme",7,0.5,"North Beach LOW 2016"
"Hildenbrandia occidentalis",7,4,"North Beach LOW 2016"
"Hildenbrandia rubra",7,3,"North Beach LOW 2016"
"Lithophyllum sp. 2",7,0.5,"North Beach LOW 2016"
"Mazzaella oregona",7,1,"North Beach LOW 2016"
"Petrocelis",7,0.5,"North Beach LOW 2016"
"Peyssonnelia",7,1,"North Beach LOW 2016"
"Plocamium violaceum",7,18,"North Beach LOW 2016"
"Polyneura latissima",7,2,"North Beach LOW 2016"
"Pyropia perforata",7,0.5,"North Beach LOW 2016"
"Ralfsia sp",7,0.5,"North Beach LOW 2016"
"Ralfsia fungiformis",7,1,"North Beach LOW 2016"
"Saccharina sessilis",7,17,"North Beach LOW 2016"
"Spongites tumidum",7,6,"North Beach LOW 2016"
"Ulva sp.",7,0.5,"North Beach LOW 2016"
"BARE ROCK",8,3,"North Beach LOW 2016"
"CORALLINE",8,15,"North Beach LOW 2016"
"Alaria marginata",8,64,"North Beach LOW 2016"
"Bossiella frondescens",8,2,"North Beach LOW 2016"
"Bossiella frondifera",8,8,"North Beach LOW 2016"
"Bossiella pseudodichotoma",8,0.5,"North Beach LOW 2016"
"Callithamnion pikeanum",8,4,"North Beach LOW 2016"
"Codium setchellii",8,0.5,"North Beach LOW 2016"
"Corallina vancouveriensis",8,6,"North Beach LOW 2016"
"Hildenbrandia occidentalis",8,7,"North Beach LOW 2016"
"Hildenbrandia rubra",8,2,"North Beach LOW 2016"
"Lithophyllum sp. 2",8,0.5,"North Beach LOW 2016"
"Mazzaella splendens",8,1,"North Beach LOW 2016"
"Odonthalia floccosa",8,11,"North Beach LOW 2016"
"Polyneura latissima",8,14,"North Beach LOW 2016"
"Pseudolithophyllum whidbeyense",8,1,"North Beach LOW 2016"
"Saccharina sessilis",8,33,"North Beach LOW 2016"
"BARE ROCK",9,8,"North Beach LOW 2016"
"CORALLINE",9,30,"North Beach LOW 2016"
"Alaria marginata",9,18,"North Beach LOW 2016"
"Bossiella frondescens",9,2,"North Beach LOW 2016"
"Bossiella frondifera",9,1,"North Beach LOW 2016"
"Corallina vancouveriensis",9,12,"North Beach LOW 2016"
"Halosaccion glandiforme",9,0.5,"North Beach LOW 2016"
"Hildenbrandia occidentalis",9,52,"North Beach LOW 2016"
"Hildenbrandia rubra",9,1,"North Beach LOW 2016"
"Mastocarpus agardhii",9,0.5,"North Beach LOW 2016"
"Mazzaella oregona",9,3,"North Beach LOW 2016"
"Petrocelis",9,2,"North Beach LOW 2016"
"Plocamium violaceum",9,6,"North Beach LOW 2016"
"Polyneura latissima",9,0.5,"North Beach LOW 2016"
"Spongites tumidum",9,15,"North Beach LOW 2016"
"BARE ROCK",10,6,"North Beach LOW 2016"
"CORALLINE",10,43,"North Beach LOW 2016"
"Bossiella frondescens",10,12,"North Beach LOW 2016"
"Bossiella frondifera",10,8,"North Beach LOW 2016"
"Bossiella pseudodichotoma",10,1,"North Beach LOW 2016"
"Callithamnion pikeanum",10,1,"North Beach LOW 2016"
"Codium setchellii",10,3,"North Beach LOW 2016"
"Corallina vancouveriensis",10,0.5,"North Beach LOW 2016"
"Coralline crust, unknown",10,5,"North Beach LOW 2016"
"Ectocarpus commensalis",10,0.5,"North Beach LOW 2016"
"Hildenbrandia rubra",10,3,"North Beach LOW 2016"
"Hymenena / Cryptopleura sp.",10,2,"North Beach LOW 2016"
"Lithothamnion phymatodeum",10,7,"North Beach LOW 2016"
"Mazzaella parvula",10,1,"North Beach LOW 2016"
"Mazzaella splendens",10,13,"North Beach LOW 2016"
"Odonthalia floccosa",10,40,"North Beach LOW 2016"
"Petrocelis",10,0.5,"North Beach LOW 2016"
"Peyssonnelia",10,7,"North Beach LOW 2016"
"Polysiphonia sp.",10,0.5,"North Beach LOW 2016"
"Prionitis sternbergii",10,1,"North Beach LOW 2016"
"Pseudolithophyllum neofarlowii Spongites tumidum",10,4,"North Beach LOW 2016"
"Saccharina sessilis",10,48,"North Beach LOW 2016"
"Spongites tumidum",10,4,"North Beach LOW 2016"
"Ulva lactuca",10,0.5,"North Beach LOW 2016"
"Bossiella hakaiensis",10,3,"North Beach LOW 2016"
"Tonicella",10,1,"North Beach LOW 2016"
"Katharina",10,2,"North Beach LOW 2016"
"BARE ROCK",1,15,"North Beach MID 2016"
"CORALLINE",1,24.5,"North Beach MID 2016"
"Callithamnion pikeanum",1,2,"North Beach MID 2016"
"Corallina vancouveriensis",1,15,"North Beach MID 2016"
"Corallina sp.2",1,1,"North Beach MID 2016"
"Halosaccion glandiforme",1,0.5,"North Beach MID 2016"
"Hildenbrandia occidentalis",1,21,"North Beach MID 2016"
"Lithophyllum sp.2",1,0.5,"North Beach MID 2016"
"Plocamium violaceum",1,33,"North Beach MID 2016"
"Polyneura latissima",1,1,"North Beach MID 2016"
"Ulva lactuca",1,0.5,"North Beach MID 2016"
"Anemone",1,7,"North Beach MID 2016"
"BARE ROCK",2,13,"North Beach MID 2016"
"CORALLINE",2,7,"North Beach MID 2016"
"Analipus japonicus",2,0.5,"North Beach MID 2016"
"Endocladia muricata",2,2,"North Beach MID 2016"
"Hildenbrandia occidentalis",2,71,"North Beach MID 2016"
"Petrocelis",2,8,"North Beach MID 2016"
"Ralfsia sp",2,1,"North Beach MID 2016"
"BARE ROCK",3,26,"North Beach MID 2016"
"CORALLINE",3,18,"North Beach MID 2016"
"Corallina vancouveriensis",3,12,"North Beach MID 2016"
"Halosaccion glandiforme",3,0.5,"North Beach MID 2016"
"Hildenbrandia occidentalis",3,0.5,"North Beach MID 2016"
"Hildenbrandia rubra",3,0.5,"North Beach MID 2016"
"Leathesia marina",3,0.5,"North Beach MID 2016"
"Plocamium violaceum",3,40,"North Beach MID 2016"
"Ulva lactuca",3,0.5,"North Beach MID 2016"
"Anemone",3,3,"North Beach MID 2016"
"Nemalion",3,0.5,"North Beach MID 2016"
"BARE ROCK",4,4,"North Beach MID 2016"
"CORALLINE",4,24.5,"North Beach MID 2016"
"Corallina vancouveriensis",4,5,"North Beach MID 2016"
"Endocladia muricata",4,3,"North Beach MID 2016"
"Hildenbrandia occidentalis",4,38,"North Beach MID 2016"
"Hildenbrandia rubra",4,13,"North Beach MID 2016"
"Lithothamnion phymatodeum",4,0.5,"North Beach MID 2016"
"Mastocarpus agardhii",4,1,"North Beach MID 2016"
"Petrocelis",4,2,"North Beach MID 2016"
"Plocamium violaceum",4,22,"North Beach MID 2016"
"Polyneura latissima",4,6,"North Beach MID 2016"
"Pyropia perforata",4,0.5,"North Beach MID 2016"
"Ralfsia sp",4,1,"North Beach MID 2016"
"BARE ROCK",5,26,"North Beach MID 2016"
"CORALLINE",5,5,"North Beach MID 2016"
"Callithamnion pikeanum",5,0.5,"North Beach MID 2016"
"Cladophora columbiana",5,1,"North Beach MID 2016"
"Corallina vancouveriensis",5,5,"North Beach MID 2016"
"Endocladia muricata",5,1,"North Beach MID 2016"
"Fucus distichus",5,18,"North Beach MID 2016"
"Gloiopeltis furcata",5,3,"North Beach MID 2016"
"Halosaccion glandiforme",5,0.5,"North Beach MID 2016"
"Hildenbrandia occidentalis",5,0.5,"North Beach MID 2016"
"Mastocarpus alaskensis",5,0.5,"North Beach MID 2016"
"Mazzaella oregona",5,1,"North Beach MID 2016"
"Microcladia borealis",5,2,"North Beach MID 2016"
"Petrocelis",5,11,"North Beach MID 2016"
"Pterosiphonia bipinnata",5,2,"North Beach MID 2016"
"Pyropia perforata",5,2,"North Beach MID 2016"
"Ulva lactuca",5,3,"North Beach MID 2016"
"Wildmania norrisii",5,1,"North Beach MID 2016"
"Mytillus sp.",5,8,"North Beach MID 2016"
"Barnacle sp.",5,35,"North Beach MID 2016"
"Anemone",5,4,"North Beach MID 2016"
"Limpet",5,10,"North Beach MID 2016"
"Littorine snails",5,100,"North Beach MID 2016"
"BARE ROCK",6,15,"North Beach MID 2016"
"CORALLINE",6,25,"North Beach MID 2016"
"Analipus japonicus",6,1,"North Beach MID 2016"
"Bossiella frondifera",6,0.5,"North Beach MID 2016"
"Cladophora columbiana",6,1,"North Beach MID 2016"
"Corallina vancouveriensis",6,24,"North Beach MID 2016"
"Endocladia muricata",6,0.5,"North Beach MID 2016"
"Fucus distichus",6,17,"North Beach MID 2016"
"Halosaccion glandiforme",6,2,"North Beach MID 2016"
"Hildenbrandia occidentalis",6,35,"North Beach MID 2016"
"Mazzaella parvula",6,1,"North Beach MID 2016"
"Petrocelis",6,4,"North Beach MID 2016"
"Pseudolithophyllum neofarlowii Spongites tumidum",6,1,"North Beach MID 2016"
"Pterosiphonia bipinnata",6,5,"North Beach MID 2016"
"Pyropia perforata",6,4,"North Beach MID 2016"
"Ulva lactuca",6,1,"North Beach MID 2016"
"Barnacle sp.",6,5,"North Beach MID 2016"
"Anemone",6,11,"North Beach MID 2016"
"Limpet",6,100,"North Beach MID 2016"
"Littorine snails",6,10,"North Beach MID 2016"
"Katharina",6,1,"North Beach MID 2016"
"Pisaster",6,0.5,"North Beach MID 2016"
"BARE ROCK",7,6,"North Beach MID 2016"
"CORALLINE",7,15,"North Beach MID 2016"
"Acrosiphonia sp.",7,0.5,"North Beach MID 2016"
"Corallina vancouveriensis",7,3,"North Beach MID 2016"
"Endocladia muricata",7,1,"North Beach MID 2016"
"Fucus distichus",7,13,"North Beach MID 2016"
"Gloiopeltis furcata",7,0.5,"North Beach MID 2016"
"Halosaccion glandiforme",7,0.5,"North Beach MID 2016"
"Hildenbrandia occidentalis",7,4,"North Beach MID 2016"
"Hildenbrandia rubra",7,0.5,"North Beach MID 2016"
"Petrocelis",7,7,"North Beach MID 2016"
"Plocamium violaceum",7,11,"North Beach MID 2016"
"Pyropia perforata",7,0.5,"North Beach MID 2016"
"Ulva lactuca",7,1,"North Beach MID 2016"
"Barnacle sp.",7,45,"North Beach MID 2016"
"BARE ROCK",8,5,"North Beach MID 2016"
"CORALLINE",8,2,"North Beach MID 2016"
"Acrosiphonia arcta",8,0.5,"North Beach MID 2016"
"Corallina vancouveriensis",8,2,"North Beach MID 2016"
"Endocladia muricata",8,1,"North Beach MID 2016"
"Fucus distichus",8,20,"North Beach MID 2016"
"Gloiopeltis furcata",8,0.5,"North Beach MID 2016"
"Halosaccion glandiforme",8,0.5,"North Beach MID 2016"
"Petrocelis",8,48,"North Beach MID 2016"
"Plocamium violaceum",8,5,"North Beach MID 2016"
"Ralfsia sp",8,0.5,"North Beach MID 2016"
"Ulva lactuca",8,0.5,"North Beach MID 2016"
"Barnacle sp.",8,25,"North Beach MID 2016"
"Anemone",8,6,"North Beach MID 2016"
"Mussel",8,9,"North Beach MID 2016"
"BARE ROCK",9,3,"North Beach MID 2016"
"CORALLINE",9,11,"North Beach MID 2016"
"Bossiella frondescens",9,0.5,"North Beach MID 2016"
"Cladophora columbiana",9,3,"North Beach MID 2016"
"Corallina vancouveriensis",9,11,"North Beach MID 2016"
"Endocladia muricata",9,0.5,"North Beach MID 2016"
"Fucus distichus",9,15,"North Beach MID 2016"
"Gloiopeltis furcata",9,0.5,"North Beach MID 2016"
"Hildenbrandia occidentalis",9,0.5,"North Beach MID 2016"
"Petrocelis",9,13,"North Beach MID 2016"
"Phyllospadix scouleri",9,4,"North Beach MID 2016"
"Prionitis sternbergii",9,1,"North Beach MID 2016"
"Pterosiphonia bipinnata",9,0.5,"North Beach MID 2016"
"Mytillus sp.",9,9,"North Beach MID 2016"
"Barnacle sp.",9,26,"North Beach MID 2016"
"Anemone",9,10,"North Beach MID 2016"
"Limpet",9,10,"North Beach MID 2016"
"Littorine snails",9,100,"North Beach MID 2016"
"BARE ROCK",10,3,"North Beach MID 2016"
"Fucus distichus",10,3,"North Beach MID 2016"
"Gloiopeltis furcata",10,0.5,"North Beach MID 2016"
"Hildenbrandia rubra",10,1,"North Beach MID 2016"
"Mastocarpus agardhii",10,0.5,"North Beach MID 2016"
"Petrocelis",10,50,"North Beach MID 2016"
"Barnacle sp.",10,50,"North Beach MID 2016"
"Mussel",10,3,"North Beach MID 2016"
"BARE ROCK",1,6,"North Beach HIGH 2016"
"CORALLINE",1,1,"North Beach HIGH 2016"
"Acrosiphonia arcta",1,3,"North Beach HIGH 2016"
"Corallina vancouveriensis",1,1,"North Beach HIGH 2016"
"Fucus distichus",1,2,"North Beach HIGH 2016"
"Hildenbrandia occidentalis",1,3,"North Beach HIGH 2016"
"Hildenbrandia rubra",1,1,"North Beach HIGH 2016"
"Mastocarpus agardhii",1,1,"North Beach HIGH 2016"
"Petrocelis",1,3,"North Beach HIGH 2016"
"Pyropia perforata",1,0.5,"North Beach HIGH 2016"
"Barnacle sp.",1,85,"North Beach HIGH 2016"
"BARE ROCK",2,6,"North Beach HIGH 2016"
"Gloiopeltis furcata",2,1.5,"North Beach HIGH 2016"
"Mastocarpus alaskensis",2,0.5,"North Beach HIGH 2016"
"Petrocelis",2,1,"North Beach HIGH 2016"
"Pyropia perforata",2,0.5,"North Beach HIGH 2016"
"Wildmania norrisii",2,0.5,"North Beach HIGH 2016"
"Barnacle sp.",2,90,"North Beach HIGH 2016"
"BARE ROCK",3,18,"North Beach HIGH 2016"
"CORALLINE",3,2,"North Beach HIGH 2016"
"Bossiella frondescens",3,2,"North Beach HIGH 2016"
"Endocladia muricata",3,1,"North Beach HIGH 2016"
"Fucus distichus",3,2,"North Beach HIGH 2016"
"Hildenbrandia rubra",3,58,"North Beach HIGH 2016"
"Pterosiphonia bipinnata",3,4,"North Beach HIGH 2016"
"Pyropia perforata",3,2,"North Beach HIGH 2016"
"Ulva lactuca",3,0.5,"North Beach HIGH 2016"
"Wildmania norrisii",3,1,"North Beach HIGH 2016"
"Mytillus sp.",3,0.5,"North Beach HIGH 2016"
"Barnacle sp.",3,18,"North Beach HIGH 2016"
"Limpet",3,100,"North Beach HIGH 2016"
"Littorine snails",3,10,"North Beach HIGH 2016"
"BARE ROCK",4,10,"North Beach HIGH 2016"
"Fucus distichus",4,0.5,"North Beach HIGH 2016"
"Gloiopeltis furcata",4,3,"North Beach HIGH 2016"
"Hildenbrandia rubra",4,16,"North Beach HIGH 2016"
"Mastocarpus alaskensis",4,0.5,"North Beach HIGH 2016"
"Petrocelis",4,1,"North Beach HIGH 2016"
"Wildmania norrisii",4,0.5,"North Beach HIGH 2016"
"Mytillus sp.",4,1,"North Beach HIGH 2016"
"Barnacle sp.",4,70,"North Beach HIGH 2016"
"Anemone",4,4,"North Beach HIGH 2016"
"Limpet",4,10,"North Beach HIGH 2016"
"Littorine snails",4,100,"North Beach HIGH 2016"
"BARE ROCK",5,18,"North Beach HIGH 2016"
"Callithamnion pikeanum",5,0.5,"North Beach HIGH 2016"
"Cladophora columbiana",5,0.5,"North Beach HIGH 2016"
"Endocladia muricata",5,0.5,"North Beach HIGH 2016"
"Fucus distichus",5,11,"North Beach HIGH 2016"
"Gloiopeltis furcata",5,1,"North Beach HIGH 2016"
"Hildenbrandia rubra",5,22,"North Beach HIGH 2016"
"Petrocelis",5,1,"North Beach HIGH 2016"
"Pterosiphonia bipinnata",5,0.5,"North Beach HIGH 2016"
"Pyropia perforata",5,4,"North Beach HIGH 2016"
"Ulva lactuca",5,2,"North Beach HIGH 2016"
"Wildmania norrisii",5,0.5,"North Beach HIGH 2016"
"Mytillus sp.",5,3,"North Beach HIGH 2016"
