UID,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3,funct_Sep2020,funct_2021,flag
Foggy Cove LOW 2016 8,Odonthalia floccosa,3,Odonthalia floccosa,Odonthalia floccosa,Odonthalia floccosa,Odonthalia floccosa,Algae,sessile,These are distinct,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 8,Osmundea spectabilis,0.5,Osmundea spectabilis,Osmundea spectabilis,Osmundea spectabilis,Osmundea spectabilis,Algae,sessile,NA,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 8,Palmaria mollis,0.5,Palmaria mollis,Palmaria mollis,Palmaria mollis,Palmaria mollis,Algae,sessile,NA,red turf,thick leathery,red turf,red turf,turf,turf,blade,blade,NA
Foggy Cove LOW 2016 8,Plocamium violaceum,12,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 8,Polyneura latissima,2,Polyneura latissima,Polyneura latissima,Polyneura latissima,Polyneura latissima,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,could also be blade
Foggy Cove LOW 2016 8,Ptilota filicina,1.5,Ptilota filicina,Ptilota filicina,Ptilota filicina,Ptilota filicina,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 8,Symphyocladiella dendroidea,0.5,Symphyocladiella dendroidea,Symphyocladiella dendroidea,Symphyocladiella dendroidea,Symphyocladiella dendroidea,Algae,sessile,name changed in 2019,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 8,Ulva lactuca,4,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Foggy Cove LOW 2016 9,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2016 9,Barnacle,0.5,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2016 9,Bossiella frondescens,2,Bossiella frondescens,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2016 9,Bossiella frondifera,0.5,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2016 9,Ceramium pacificum,1,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Algae,sessile,NA,filament,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 9,Chamberlainium tumidum,1,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2016 9,Chlorostoma sp.,1,Chlorostoma sp.,Chlorostoma sp.,Chlorostoma sp.,Chlorostoma sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2016 9,Corallina vancouveriensis,3,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2016 9,coralline crust,2,coralline crust,coralline crust,coralline crust,coralline crust,Algae,sessile,NA,crust,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2016 9,Cryptosiphonia woodii,7,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 9,Egregia menziesii,9,Egregia menziesii,Egregia menziesii,Egregia menziesii,Egregia menziesii,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2016 9,Fucus distichus,0.5,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Foggy Cove LOW 2016 9,Hildenbrandia sp.,0.5,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Foggy Cove LOW 2016 9,Lithophyllum sp. 8,0.5,Lithophyllum sp. 8,Lithophyllum,Lithophyllum,coralline crust,Algae,sessile,taxon_lumped3 to coralline crust 20200421 by Matt Whalen,crust,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2016 9,Lithothamnion phymatodeum,0.5,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2016 9,Mastocarpus agardhii,2,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 9,Mazzaella splendens,1,Mazzaella splendens,Mazzaella splendens,Mazzaella splendens,Mazzaella splendens,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Foggy Cove LOW 2016 9,Neogastroclonium subarticulatum,0.5,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 9,Neorhodomela larix,7,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2016 9,Nudipleura,1,Nudipleura,Nudipleura,Nudipleura,Nudipleura,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2016 9,Onchidella sp.,1,Onchidella sp.,Onchidella,Onchidella,Onchidella,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2016 9,Palmaria mollis,0.5,Palmaria mollis,Palmaria mollis,Palmaria mollis,Palmaria mollis,Algae,sessile,NA,red turf,thick leathery,red turf,red turf,turf,turf,blade,blade,NA
Foggy Cove LOW 2016 9,Petrocelis,0.5,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Foggy Cove LOW 2016 9,Plocamium violaceum,4,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 9,Polyneura latissima,48,Polyneura latissima,Polyneura latissima,Polyneura latissima,Polyneura latissima,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,could also be blade
Foggy Cove LOW 2016 9,Ptilota filicina,14,Ptilota filicina,Ptilota filicina,Ptilota filicina,Ptilota filicina,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2016 9,Spirorbis,0.5,Spirorbis,Spirorbis,Tube worms,Tube worms,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2017 1,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2017 1,Bossiella frondescens,2,Bossiella frondescens,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 1,Bossiella frondifera,11,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 1,Bossiella hakaiensis,0.5,Bossiella hakaiensis,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 1,Callophyllis sp.,0.5,Callophyllis sp.,Callophyllis sp.,Callophyllis sp.,Callophyllis sp.,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Ceramium pacificum,1,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Algae,sessile,NA,filament,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 1,Corallina officinalis,0.5,Corallina officinalis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 1,coralline crust,0.5,coralline crust,coralline crust,coralline crust,coralline crust,Algae,sessile,NA,crust,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2017 1,Costaria costata,15,Costaria costata,Costaria costata,Costaria costata,Costaria costata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 1,Egregia menziesii,15,Egregia menziesii,Egregia menziesii,Egregia menziesii,Egregia menziesii,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 1,Elachista fucicola,0.5,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 1,Hedophyllum nigripes,0.5,Hedophyllum nigripes,Hedophyllum nigripes,Hedophyllum nigripes,Hedophyllum nigripes,Algae,sessile,added in 2019,large_brown,thick leathery,large_brown,large_brown,large_brown,large_brown,large_brown,canopy,NA
Foggy Cove LOW 2017 1,Hildenbrandia rubra,1,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Foggy Cove LOW 2017 1,Lithothamnion phymatodeum,4,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2017 1,Mastocarpus agardhii,1,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Mazzaella oregona,12,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Foggy Cove LOW 2017 1,Neogastroclonium subarticulatum,35,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Neogastroclonium subarticulatum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Neorhodomela larix,2,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Nereocystis luetkeana,1,Nereocystis luetkeana,Nereocystis luetkeana,Nereocystis luetkeana,Nereocystis luetkeana,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 1,Osmundea spectabilis,3,Osmundea spectabilis,Osmundea spectabilis,Osmundea spectabilis,Osmundea spectabilis,Algae,sessile,NA,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Phyllospadix scouleri,10,Phyllospadix scouleri,Phyllospadix spp.,Phyllospadix spp.,Phyllospadix spp.,Algae,sessile,NA,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,canopy,NA
Foggy Cove LOW 2017 1,Plocamium violaceum,0.5,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 1,Prionitis sternbergii,5,Prionitis sternbergii,Prionitis,Prionitis,Prionitis,Algae,sessile,specific epithet changed in 2019,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 1,Ptilota filicina,0.5,Ptilota filicina,Ptilota filicina,Ptilota filicina,Ptilota filicina,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 10,Acrosiphonia coalita,16,Acrosiphonia coalita,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 10,Alaria marginata,18,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 10,bare rock,29,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2017 10,Chamberlainium tumidum,6,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2017 10,Corallina arbuscula,3,Corallina arbuscula,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 10,Corallina vancouveriensis,1,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 10,Cryptosiphonia woodii,2,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Dactylosiphon bullosus,4,Dactylosiphon bullosus,Dactylosiphon bullosus,Dactylosiphon bullosus,Dactylosiphon bullosus,Algae,sessile,NA,brown turf,sheet,brown turf,brown turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Dactylosiphon bullosus,4,Dactylosiphon bullosus,Dactylosiphon bullosus,Dactylosiphon bullosus,Dactylosiphon bullosus,Algae,sessile,NA,brown turf,sheet,brown turf,brown turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Fucus distichus,5,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Foggy Cove LOW 2017 10,Halosaccion glandiforme,1,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Hedophyllum nigripes,0.5,Hedophyllum nigripes,Hedophyllum nigripes,Hedophyllum nigripes,Hedophyllum nigripes,Algae,sessile,added in 2019,large_brown,thick leathery,large_brown,large_brown,large_brown,large_brown,large_brown,canopy,NA
Foggy Cove LOW 2017 10,Leathesia marina,5,Leathesia marina,Leathesia marina,Leathesia marina,Leathesia marina,Algae,sessile,NA,brown turf,finely branching,brown turf,brown turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Mastocarpus latissimus,0.5,Mastocarpus latissimus,Mastocarpus latissimus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Microcladia borealis,1,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 10,Neorhodomela larix,10,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 10,Petrocelis,1,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Foggy Cove LOW 2017 10,Plocamium violaceum,0.5,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 10,Polyneura latissima,3,Polyneura latissima,Polyneura latissima,Polyneura latissima,Polyneura latissima,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,could also be blade
Foggy Cove LOW 2017 10,Ptilota filicina,5,Ptilota filicina,Ptilota filicina,Ptilota filicina,Ptilota filicina,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Foggy Cove LOW 2017 10,Ulva lactuca,1,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Foggy Cove LOW 2017 2,Alaria marginata,3,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 2,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foggy Cove LOW 2017 2,Bossiella frondescens,4,Bossiella frondescens,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 2,Bossiella frondifera,38,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 2,Corallina vancouveriensis,0.5,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Foggy Cove LOW 2017 2,coralline crust,10,coralline crust,coralline crust,coralline crust,coralline crust,Algae,sessile,NA,crust,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Foggy Cove LOW 2017 2,Costaria costata,0.5,Costaria costata,Costaria costata,Costaria costata,Costaria costata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Foggy Cove LOW 2017 2,Cryptosiphonia woodii,1,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 2,Cumathamnion decipiens,1,Cumathamnion decipiens,Cumathamnion decipiens,Cumathamnion decipiens,Cumathamnion decipiens,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Foggy Cove LOW 2017 2,Desmarestia ligulata,3,Desmarestia ligulata,Desmarestia ligulata,Desmarestia ligulata,Desmarestia ligulata,Algae,sessile,NA,Desmarestiales,thick leathery,Desmarestia,Desmarestia,Desmarestia,Desmarestia,large_brown,canopy,Ah shit; calling this kelp because it is functionally similar to a kelp
