UID,Taxon,Abundance
Foggy Cove LOW 2018 1,Hedophyllum nigripes,2
Foggy Cove LOW 2018 1,Hildenbrandia occidentalis,2
Foggy Cove LOW 2018 1,Hymenena sp.,2
Foggy Cove LOW 2018 1,Leathesia marina,1
Foggy Cove LOW 2018 1,Limpet,3
Foggy Cove LOW 2018 1,Lithothamnion phymatodeum,0.5
Foggy Cove LOW 2018 1,Littorina sp.,1
Foggy Cove LOW 2018 1,Mastocarpus agardhii,0.5
Foggy Cove LOW 2018 1,Mastocarpus intermedius,2
Foggy Cove LOW 2018 1,Mazzaella oregona,2
Foggy Cove LOW 2018 1,Mazzaella parvula,3
Foggy Cove LOW 2018 1,Neogastroclonium subarticulatum,6
Foggy Cove LOW 2018 1,Neopolyporolithon reclinatum,0.5
Foggy Cove LOW 2018 1,Neorhodomela larix,0.5
Foggy Cove LOW 2018 1,Odonthalia floccosa,2
Foggy Cove LOW 2018 1,Phyllospadix scouleri,1
Foggy Cove LOW 2018 1,Plocamium pacificum,0.5
Foggy Cove LOW 2018 1,Polyneura latissima,6
Foggy Cove LOW 2018 1,Prionitis sp.,0.5
Foggy Cove LOW 2018 1,Pyropia abbottiae,1
Foggy Cove LOW 2018 1,Pyropia fucicola,1
Foggy Cove LOW 2018 1,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2018 1,Tonicella sp.,4
Foggy Cove LOW 2018 10,Alaria marginata,1
Foggy Cove LOW 2018 10,bare rock,4
Foggy Cove LOW 2018 10,Bossiella frondescens,6
Foggy Cove LOW 2018 10,Ceramium pacificum,4
Foggy Cove LOW 2018 10,Chamberlainium tumidum,7
Foggy Cove LOW 2018 10,Codium fragile,29
Foggy Cove LOW 2018 10,Corallina vancouveriensis,1.5
Foggy Cove LOW 2018 10,Crab,2
Foggy Cove LOW 2018 10,Cryptosiphonia woodii,3
Foggy Cove LOW 2018 10,Fucus distichus,12
Foggy Cove LOW 2018 10,Halosaccion glandiforme,7
Foggy Cove LOW 2018 10,Hymenena sp.,4
Foggy Cove LOW 2018 10,Leathesia marina,1
Foggy Cove LOW 2018 10,Limpet,3
Foggy Cove LOW 2018 10,Mastocarpus agardhii,0.5
Foggy Cove LOW 2018 10,Mazzaella splendens,1
Foggy Cove LOW 2018 10,Microcladia borealis,0.5
Foggy Cove LOW 2018 10,Neogastroclonium subarticulatum,8
Foggy Cove LOW 2018 10,Neorhodomela larix,4
Foggy Cove LOW 2018 10,Odonthalia floccosa,4
Foggy Cove LOW 2018 10,Osmundea spectabilis,1
Foggy Cove LOW 2018 10,Pyropia fucicola,4
Foggy Cove LOW 2018 10,Ulva lactuca,3
Foggy Cove LOW 2018 2,Acrosiphonia arcta,3
Foggy Cove LOW 2018 2,Acrosiphonia coalita,0.5
Foggy Cove LOW 2018 2,Alaria marginata,16
Foggy Cove LOW 2018 2,Analipus japonicus,2
Foggy Cove LOW 2018 2,bare rock,18
Foggy Cove LOW 2018 2,Bossiella frondescens,16
Foggy Cove LOW 2018 2,Ceramium pacificum,0.5
Foggy Cove LOW 2018 2,Chamberlainium tumidum,0.5
Foggy Cove LOW 2018 2,Codium fragile,0.5
Foggy Cove LOW 2018 2,Corallina sp.1 frondescens,2
Foggy Cove LOW 2018 2,Corallina vancouveriensis,1
Foggy Cove LOW 2018 2,coralline crust,6
Foggy Cove LOW 2018 2,Cryptosiphonia woodii,1
Foggy Cove LOW 2018 2,Dilsea californica,0.5
Foggy Cove LOW 2018 2,Egregia menziesii,4
Foggy Cove LOW 2018 2,Farlowia mollis,2
Foggy Cove LOW 2018 2,Halosaccion glandiforme,2
Foggy Cove LOW 2018 2,Hedophyllum nigripes,18
Foggy Cove LOW 2018 2,Hildenbrandia rubra,0.5
Foggy Cove LOW 2018 2,Hymenena sp.,0.5
Foggy Cove LOW 2018 2,Leathesia marina,2
Foggy Cove LOW 2018 2,Limpet,9
Foggy Cove LOW 2018 2,Lithothamnion phymatodeum,1
Foggy Cove LOW 2018 2,Mazzaella oregona,0.5
Foggy Cove LOW 2018 2,Mazzaella splendens,20
Foggy Cove LOW 2018 2,Microcladia borealis,1
Foggy Cove LOW 2018 2,Neogastroclonium subarticulatum,5
Foggy Cove LOW 2018 2,Neorhodomela larix,8
Foggy Cove LOW 2018 2,Odonthalia floccosa,6
Foggy Cove LOW 2018 2,Osmundea spectabilis,0.5
Foggy Cove LOW 2018 2,Palmaria hecatensis,2
Foggy Cove LOW 2018 2,Petrocelis,0.5
Foggy Cove LOW 2018 2,Phyllospadix serrulatus,6
Foggy Cove LOW 2018 2,Plocamium violaceum,3
Foggy Cove LOW 2018 2,Prionitis sp.,5
Foggy Cove LOW 2018 2,Pterocladiella caloglossoides,2
Foggy Cove LOW 2018 2,Ptilota filicina,1
Foggy Cove LOW 2018 2,Scytosiphon lomentaria,1
Foggy Cove LOW 2018 2,Ulva lactuca,2
Foggy Cove LOW 2018 3,Acrosiphonia coalita,3
Foggy Cove LOW 2018 3,Alaria marginata,4
Foggy Cove LOW 2018 3,Analipus japonicus,0.5
Foggy Cove LOW 2018 3,bare rock,1
Foggy Cove LOW 2018 3,Bossiella frondescens,3
Foggy Cove LOW 2018 3,Chamberlainium tumidum,16
Foggy Cove LOW 2018 3,Codium fragile,0.5
Foggy Cove LOW 2018 3,Corallina sp.1 frondescens,0.5
Foggy Cove LOW 2018 3,Corallina vancouveriensis,5
Foggy Cove LOW 2018 3,Cryptosiphonia woodii,7
Foggy Cove LOW 2018 3,Elachista fucicola,2
Foggy Cove LOW 2018 3,Endocladia muricata,6
Foggy Cove LOW 2018 3,Fucus distichus,71
Foggy Cove LOW 2018 3,Halosaccion glandiforme,1
Foggy Cove LOW 2018 3,Hildenbrandia rubra,25
Foggy Cove LOW 2018 3,Hymenena sp.,0.5
Foggy Cove LOW 2018 3,Mastocarpus agardhii,0.5
Foggy Cove LOW 2018 3,Mastocarpus intermedius,1
Foggy Cove LOW 2018 3,Mazzaella oregona,1
Foggy Cove LOW 2018 3,Mazzaella splendens,0.5
Foggy Cove LOW 2018 3,Petrocelis,0.5
Foggy Cove LOW 2018 3,Plocamium violaceum,0.5
Foggy Cove LOW 2018 3,Ptilota filicina,0.5
Foggy Cove LOW 2018 3,Pyropia fucicola,0.5
Foggy Cove LOW 2018 3,Scytosiphon lomentaria,2
Foggy Cove LOW 2018 3,Ulva lactuca,5
Foggy Cove LOW 2018 4,Acrosiphonia coalita,30
Foggy Cove LOW 2018 4,Alaria marginata,26
Foggy Cove LOW 2018 4,bare rock,9
Foggy Cove LOW 2018 4,Bossiella frondescens,11
Foggy Cove LOW 2018 4,Ceramium pacificum,1
Foggy Cove LOW 2018 4,Chamberlainium tumidum,1
Foggy Cove LOW 2018 4,Colpomenia bullosa,1
Foggy Cove LOW 2018 4,Colpomenia peregrina,1
Foggy Cove LOW 2018 4,Corallina sp.,1
Foggy Cove LOW 2018 4,Corallina sp.1 frondescens,4
Foggy Cove LOW 2018 4,Corallina vancouveriensis,4
Foggy Cove LOW 2018 4,coralline crust,5
Foggy Cove LOW 2018 4,Cryptosiphonia woodii,4
Foggy Cove LOW 2018 4,Egregia menziesii,3
Foggy Cove LOW 2018 4,Farlowia mollis,2
Foggy Cove LOW 2018 4,Fucus distichus,13
Foggy Cove LOW 2018 4,Halosaccion glandiforme,4
Foggy Cove LOW 2018 4,Henricia,1
Foggy Cove LOW 2018 4,Leathesia marina,0.5
Foggy Cove LOW 2018 4,Limpet,3
Foggy Cove LOW 2018 4,Mastocarpus intermedius,4
Foggy Cove LOW 2018 4,Mazzaella oregona,4
Foggy Cove LOW 2018 4,Mazzaella splendens,2
Foggy Cove LOW 2018 4,Neogastroclonium subarticulatum,2
Foggy Cove LOW 2018 4,Neorhodomela larix,4
Foggy Cove LOW 2018 4,Odonthalia floccosa,4
Foggy Cove LOW 2018 4,Pagarus sp.,3
Foggy Cove LOW 2018 4,Palmaria hecatensis,0.5
Foggy Cove LOW 2018 4,Palmaria mollis,2
Foggy Cove LOW 2018 4,Phyllospadix scouleri,2
Foggy Cove LOW 2018 4,Plocamium violaceum,0.5
Foggy Cove LOW 2018 4,Ptilota tenuis,0.5
Foggy Cove LOW 2018 4,Ralfsioid,1
Foggy Cove LOW 2018 4,Scytosiphon lomentaria,1
Foggy Cove LOW 2018 4,Ulva lactuca,14
Foggy Cove LOW 2018 4,Ulva linza,1
Foggy Cove LOW 2018 5,Acrosiphonia coalita,7
Foggy Cove LOW 2018 5,Alaria marginata,43
Foggy Cove LOW 2018 5,bare rock,10
Foggy Cove LOW 2018 5,Bossiella frondescens,13
Foggy Cove LOW 2018 5,Callithamnion pikeanum,1
Foggy Cove LOW 2018 5,Chamberlainium tumidum,4
Foggy Cove LOW 2018 5,Colpomenia bullosa,0.5
Foggy Cove LOW 2018 5,coralline crust,1
Foggy Cove LOW 2018 5,Cryptosiphonia woodii,1
Foggy Cove LOW 2018 5,Elachista fucicola,0.5
Foggy Cove LOW 2018 5,Fucus distichus,13
Foggy Cove LOW 2018 5,Halosaccion glandiforme,1
Foggy Cove LOW 2018 5,Hildenbrandia occidentalis,2
Foggy Cove LOW 2018 5,Hildenbrandia rubra,0.5
Foggy Cove LOW 2018 5,Leathesia marina,3
Foggy Cove LOW 2018 5,Mastocarpus latissimus,0.5
Foggy Cove LOW 2018 5,Mazzaella oregona,2
Foggy Cove LOW 2018 5,Mazzaella parvula,3
Foggy Cove LOW 2018 5,Neogastroclonium subarticulatum,7
Foggy Cove LOW 2018 5,Neorhodomela larix,4
Foggy Cove LOW 2018 5,Pagarus sp.,6
Foggy Cove LOW 2018 5,Palmaria hecatensis,0.5
Foggy Cove LOW 2018 5,Petrocelis,0.5
Foggy Cove LOW 2018 5,Phyllospadix serrulatus,3
Foggy Cove LOW 2018 5,Ralfsioid,1
Foggy Cove LOW 2018 5,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2018 5,Snail,100
Foggy Cove LOW 2018 5,Spirorbis,3
Foggy Cove LOW 2018 5,Ulva lactuca,24
Foggy Cove LOW 2018 6,Acrosiphonia coalita,21
Foggy Cove LOW 2018 6,Alaria marginata,10
Foggy Cove LOW 2018 6,Analipus japonicus,0.5
Foggy Cove LOW 2018 6,bare rock,1
Foggy Cove LOW 2018 6,Bossiella frondescens,3
Foggy Cove LOW 2018 6,Callithamnion pikeanum,1
Foggy Cove LOW 2018 6,Chamberlainium tumidum,6
Foggy Cove LOW 2018 6,Codium fragile,1
Foggy Cove LOW 2018 6,Corallina vancouveriensis,0.5
Foggy Cove LOW 2018 6,Cryptosiphonia woodii,2
Foggy Cove LOW 2018 6,Elachista fucicola,0.5
Foggy Cove LOW 2018 6,Endocladia muricata,4
Foggy Cove LOW 2018 6,Fucus distichus,24
Foggy Cove LOW 2018 6,Halosaccion glandiforme,6
Foggy Cove LOW 2018 6,Hildenbrandia rubra,10
Foggy Cove LOW 2018 6,Hymenena sp.,1
Foggy Cove LOW 2018 6,Leathesia marina,1
Foggy Cove LOW 2018 6,Limpet,5
Foggy Cove LOW 2018 6,Mastocarpus agardhii,3
Foggy Cove LOW 2018 6,Mastocarpus intermedius,1
Foggy Cove LOW 2018 6,Mastocarpus latissimus,1
Foggy Cove LOW 2018 6,Mazzaella oregona,4
Foggy Cove LOW 2018 6,Neogastroclonium subarticulatum,3
Foggy Cove LOW 2018 6,Osmundea spectabilis,1
Foggy Cove LOW 2018 6,Pyropia fucicola,2
Foggy Cove LOW 2018 6,Scytosiphon lomentaria,1
Foggy Cove LOW 2018 6,Ulva lactuca,9
Foggy Cove LOW 2018 7,Acrosiphonia coalita,18
Foggy Cove LOW 2018 7,Alaria marginata,72
Foggy Cove LOW 2018 7,bare rock,5
Foggy Cove LOW 2018 7,Bossiella frondifera,9
Foggy Cove LOW 2018 7,Ceramium pacificum,2
Foggy Cove LOW 2018 7,Chamberlainium tumidum,1
Foggy Cove LOW 2018 7,Codium fragile,5
Foggy Cove LOW 2018 7,Corallina sp.1 frondescens,1
Foggy Cove LOW 2018 7,Corallina vancouveriensis,1
Foggy Cove LOW 2018 7,Cryptosiphonia woodii,2
Foggy Cove LOW 2018 7,Elachista fucicola,1
Foggy Cove LOW 2018 7,Fucus distichus,25
Foggy Cove LOW 2018 7,Halosaccion glandiforme,3
Foggy Cove LOW 2018 7,Hildenbrandia occidentalis,1
Foggy Cove LOW 2018 7,Hildenbrandia rubra,2
Foggy Cove LOW 2018 7,Leathesia marina,1
Foggy Cove LOW 2018 7,Limpet,5
Foggy Cove LOW 2018 7,Mastocarpus agardhii,1
Foggy Cove LOW 2018 7,Mastocarpus intermedius,3
Foggy Cove LOW 2018 7,Microcladia borealis,2
Foggy Cove LOW 2018 7,Neogastroclonium subarticulatum,2
Foggy Cove LOW 2018 7,Neorhodomela larix,3
Foggy Cove LOW 2018 7,Palmaria hecatensis,1
Foggy Cove LOW 2018 7,Polyneura latissima,7
Foggy Cove LOW 2018 7,Ptilota filicina,2
Foggy Cove LOW 2018 7,Tube worms,3
Foggy Cove LOW 2018 7,Ulva lactuca,19
Foggy Cove LOW 2018 7,Ulva linza,0.5
Foggy Cove LOW 2018 8,Acrosiphonia coalita,6
Foggy Cove LOW 2018 8,Alaria marginata,31
Foggy Cove LOW 2018 8,bare rock,28
Foggy Cove LOW 2018 8,Bossiella frondescens,5
Foggy Cove LOW 2018 8,Ceramium pacificum,0.5
Foggy Cove LOW 2018 8,Chaetomorpha cannabina,0.5
Foggy Cove LOW 2018 8,Chamberlainium tumidum,13
Foggy Cove LOW 2018 8,Codium fragile,2
Foggy Cove LOW 2018 8,Corallina vancouveriensis,25
Foggy Cove LOW 2018 8,Crab,1
Foggy Cove LOW 2018 8,Cryptosiphonia woodii,8
Foggy Cove LOW 2018 8,Dilsea californica,1
Foggy Cove LOW 2018 8,Egregia menziesii,15
Foggy Cove LOW 2018 8,Fucus distichus,26
Foggy Cove LOW 2018 8,Halosaccion glandiforme,8
Foggy Cove LOW 2018 8,Hildenbrandia occidentalis,1
Foggy Cove LOW 2018 8,Hildenbrandia rubra,1
Foggy Cove LOW 2018 8,Limpet,5
Foggy Cove LOW 2018 8,Lithothamnion phymatodeum,7
Foggy Cove LOW 2018 8,Mastocarpus latissimus,0.5
Foggy Cove LOW 2018 8,Mazzaella parvula,0.5
Foggy Cove LOW 2018 8,Mazzaella splendens,2
Foggy Cove LOW 2018 8,Neogastroclonium subarticulatum,7
Foggy Cove LOW 2018 8,Petrocelis,0.5
Foggy Cove LOW 2018 8,Phyllospadix serrulatus,0.5
Foggy Cove LOW 2018 8,Polyneura latissima,5
Foggy Cove LOW 2018 8,Polysiphonia pacifica,0.5
Foggy Cove LOW 2018 8,Pyropia fucicola,4
Foggy Cove LOW 2018 8,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2018 8,Snail,1
Foggy Cove LOW 2018 8,Sphacelaria rigidula,0.5
Foggy Cove LOW 2018 8,Spirorbis,1
Foggy Cove LOW 2018 8,Ulva lactuca,2
Foggy Cove LOW 2018 9,Acrosiphonia coalita,2
Foggy Cove LOW 2018 9,Alaria marginata,59
Foggy Cove LOW 2018 9,bare rock,2
Foggy Cove LOW 2018 9,Bossiella frondescens,1
Foggy Cove LOW 2018 9,Bossiella frondifera,1
Foggy Cove LOW 2018 9,Ceramium pacificum,0.5
Foggy Cove LOW 2018 9,Chamberlainium tumidum,11
Foggy Cove LOW 2018 9,Codium fragile,4
Foggy Cove LOW 2018 9,Cryptosiphonia woodii,14
Foggy Cove LOW 2018 9,Farlowia mollis,0.5
Foggy Cove LOW 2018 9,Fucus distichus,26
Foggy Cove LOW 2018 9,Halosaccion glandiforme,8
Foggy Cove LOW 2018 9,Hildenbrandia occidentalis,3
Foggy Cove LOW 2018 9,Leathesia marina,0.5
Foggy Cove LOW 2018 9,Limpet,1
Foggy Cove LOW 2018 9,Mastocarpus intermedius,0.5
Foggy Cove LOW 2018 9,Microcladia borealis,2
Foggy Cove LOW 2018 9,Neogastroclonium subarticulatum,1
Foggy Cove LOW 2018 9,Neorhodomela larix,3
Foggy Cove LOW 2018 9,Petrocelis,0.5
Foggy Cove LOW 2018 9,Phyllospadix scouleri,15
Foggy Cove LOW 2018 9,Prionitis sp.,0.5
Foggy Cove LOW 2018 9,Pyropia perforata,3
Foggy Cove LOW 2018 9,Savoiea robusta,3
Foggy Cove LOW 2018 9,Tonicella sp.,4
Foggy Cove LOW 2018 9,Ulva lactuca,1
Foggy Cove LOW 2019 1,Acrosiphonia coalita,10
Foggy Cove LOW 2019 1,Alaria marginata,1
Foggy Cove LOW 2019 1,bare rock,25
Foggy Cove LOW 2019 1,Ceramium pacificum,6
Foggy Cove LOW 2019 1,Chamberlainium tumidum,8
Foggy Cove LOW 2019 1,Chiton,4
Foggy Cove LOW 2019 1,Colonial Diatoms,1
Foggy Cove LOW 2019 1,Colpomenia peregrina,0.5
Foggy Cove LOW 2019 1,Corallina vancouveriensis,1
Foggy Cove LOW 2019 1,Cryptosiphonia woodii,2
Foggy Cove LOW 2019 1,Egregia menziesii,0.5
Foggy Cove LOW 2019 1,Fucus distichus,5
Foggy Cove LOW 2019 1,Halosaccion glandiforme,7
Foggy Cove LOW 2019 1,Herposiphonia plumula,0.5
Foggy Cove LOW 2019 1,Hildenbrandia occidentalis,2
Foggy Cove LOW 2019 1,Hildenbrandia rubra,2
Foggy Cove LOW 2019 1,Leathesia marina,1
Foggy Cove LOW 2019 1,Limpet,19
Foggy Cove LOW 2019 1,Mazzaella splendens,1
Foggy Cove LOW 2019 1,Neogastroclonium subarticulatum,7
Foggy Cove LOW 2019 1,Neorhodomela larix,2
Foggy Cove LOW 2019 1,Palmaria hecatensis,0.5
Foggy Cove LOW 2019 1,Petrocelis,2
Foggy Cove LOW 2019 1,Phyllospadix serrulatus,32
Foggy Cove LOW 2019 1,Pyropia fucicola,1
Foggy Cove LOW 2019 1,Schizymenia pacifica,1
Foggy Cove LOW 2019 1,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2019 1,Snail,3
Foggy Cove LOW 2019 1,Ulva fenestrata,4
Foggy Cove LOW 2019 10,Acrosiphonia coalita,0.5
Foggy Cove LOW 2019 10,Alaria marginata,30
Foggy Cove LOW 2019 10,Anemone,1
Foggy Cove LOW 2019 10,bare rock,50
Foggy Cove LOW 2019 10,Barnacle,2
Foggy Cove LOW 2019 10,Bossiella frondescens,6
Foggy Cove LOW 2019 10,Ceramium pacificum,1
Foggy Cove LOW 2019 10,Chamberlainium tumidum,8
Foggy Cove LOW 2019 10,Chiton,2
Foggy Cove LOW 2019 10,Corallina vancouveriensis,1
Foggy Cove LOW 2019 10,Cryptosiphonia woodii,5
Foggy Cove LOW 2019 10,Elachista fucicola,0.5
Foggy Cove LOW 2019 10,Fucus distichus,38
Foggy Cove LOW 2019 10,Halosaccion glandiforme,8
Foggy Cove LOW 2019 10,Hildenbrandia occidentalis,4
Foggy Cove LOW 2019 10,Limpet,7
Foggy Cove LOW 2019 10,Mastocarpus agardhii,0.5
Foggy Cove LOW 2019 10,Mazzaella oregona,2
Foggy Cove LOW 2019 10,Mazzaella splendens,3
Foggy Cove LOW 2019 10,Neogastroclonium subarticulatum,4
Foggy Cove LOW 2019 10,Neorhodomela larix,2
Foggy Cove LOW 2019 10,Onchidella sp.,1
Foggy Cove LOW 2019 10,Palmaria hecatensis,1
Foggy Cove LOW 2019 10,Petrocelis,1
Foggy Cove LOW 2019 10,Peyssonnelia sp.,1
Foggy Cove LOW 2019 10,Polyneura latissima,5
Foggy Cove LOW 2019 10,Ptilota filicina,3
Foggy Cove LOW 2019 10,Pyropia fallax,6
Foggy Cove LOW 2019 10,Pyropia fucicola,0.5
Foggy Cove LOW 2019 10,Snail,5
Foggy Cove LOW 2019 10,Ulva expansa,1
Foggy Cove LOW 2019 10,Ulva fenestrata,0.5
Foggy Cove LOW 2019 10,Ulva linza,0.5
Foggy Cove LOW 2019 2,Acrosiphonia coalita,0.5
Foggy Cove LOW 2019 2,Alaria marginata,10
Foggy Cove LOW 2019 2,Analipus japonicus,3
Foggy Cove LOW 2019 2,bare rock,3
Foggy Cove LOW 2019 2,Bossiella frondescens,3
Foggy Cove LOW 2019 2,Bossiella frondifera,0.5
Foggy Cove LOW 2019 2,Chamberlainium tumidum,6
Foggy Cove LOW 2019 2,Corallina sp.1 frondescens,0.5
Foggy Cove LOW 2019 2,Corallina vancouveriensis,3
Foggy Cove LOW 2019 2,Cryptosiphonia woodii,9
Foggy Cove LOW 2019 2,Egregia menziesii,3
Foggy Cove LOW 2019 2,Fucus distichus,4
Foggy Cove LOW 2019 2,Halosaccion glandiforme,1
Foggy Cove LOW 2019 2,Hedophyllum nigripes,8
Foggy Cove LOW 2019 2,Leathesia marina,0.5
Foggy Cove LOW 2019 2,Lomentaria hakodatensis,4
Foggy Cove LOW 2019 2,Mastocarpus agardhii,4
Foggy Cove LOW 2019 2,Mastocarpus intermedius,2
Foggy Cove LOW 2019 2,Mazzaella oregona,2
Foggy Cove LOW 2019 2,Neogastroclonium subarticulatum,8
Foggy Cove LOW 2019 2,Neorhodomela larix,1
Foggy Cove LOW 2019 2,Odonthalia floccosa,14
Foggy Cove LOW 2019 2,Polysiphonia pacifica var delicatula,2
Foggy Cove LOW 2019 2,Ulva fenestrata,2
Foggy Cove LOW 2019 3,Acrosiphonia arcta,2
Foggy Cove LOW 2019 3,bare rock,2
Foggy Cove LOW 2019 3,Bossiella frondescens,1
Foggy Cove LOW 2019 3,Bossiella manzae,1
Foggy Cove LOW 2019 3,Chamberlainium tumidum,8
Foggy Cove LOW 2019 3,Colpomenia peregrina,0.5
Foggy Cove LOW 2019 3,Corallina vancouveriensis,5
Foggy Cove LOW 2019 3,Cryptosiphonia woodii,9
Foggy Cove LOW 2019 3,Egregia menziesii,4
Foggy Cove LOW 2019 3,Endocladia muricata,14
Foggy Cove LOW 2019 3,Fucus distichus,44
Foggy Cove LOW 2019 3,Halosaccion glandiforme,2
Foggy Cove LOW 2019 3,Hildenbrandia occidentalis,2
Foggy Cove LOW 2019 3,Hildenbrandia rubra,7
Foggy Cove LOW 2019 3,Hymenena sp.,0.5
Foggy Cove LOW 2019 3,Mastocarpus latissimus,3
Foggy Cove LOW 2019 3,Mazzaella oregona,1
Foggy Cove LOW 2019 3,Mazzaella splendens,0.5
Foggy Cove LOW 2019 3,Polyneura latissima,3
Foggy Cove LOW 2019 3,Pyropia abbottiae,1
Foggy Cove LOW 2019 3,Pyropia fucicola,4
Foggy Cove LOW 2019 3,Ulva fenestrata,0.5
Foggy Cove LOW 2019 4,Acrosiphonia coalita,12
Foggy Cove LOW 2019 4,Alaria marginata,41
Foggy Cove LOW 2019 4,bare rock,9
Foggy Cove LOW 2019 4,Chamberlainium tumidum,2
Foggy Cove LOW 2019 4,Codium fragile,0.5
Foggy Cove LOW 2019 4,Corallina vancouveriensis,1
Foggy Cove LOW 2019 4,Cryptosiphonia woodii,9
Foggy Cove LOW 2019 4,Fucus distichus,12
Foggy Cove LOW 2019 4,Halosaccion glandiforme,3
Foggy Cove LOW 2019 4,Hildenbrandia occidentalis,1
Foggy Cove LOW 2019 4,Leathesia marina,0.5
Foggy Cove LOW 2019 4,Limpet,6
Foggy Cove LOW 2019 4,Lomentaria hakodatensis,6
Foggy Cove LOW 2019 4,Mastocarpus alaskensis,1
Foggy Cove LOW 2019 4,Mazzaella oregona,1
Foggy Cove LOW 2019 4,Neogastroclonium subarticulatum,3
Foggy Cove LOW 2019 4,Neorhodomela larix,2
Foggy Cove LOW 2019 4,Petrocelis,1
Foggy Cove LOW 2019 4,Phyllospadix scouleri,0.5
Foggy Cove LOW 2019 4,Pyropia perforata,16
Foggy Cove LOW 2019 5,Acrosiphonia coalita,15
Foggy Cove LOW 2019 5,Alaria marginata,68
Foggy Cove LOW 2019 5,bare rock,10
Foggy Cove LOW 2019 5,Bossiella frondescens,16
Foggy Cove LOW 2019 5,Chamberlainium tumidum,4
Foggy Cove LOW 2019 5,Corallina vancouveriensis,3
Foggy Cove LOW 2019 5,Cryptosiphonia woodii,7
Foggy Cove LOW 2019 5,Dactylosiphon bullosus,0.5
Foggy Cove LOW 2019 5,Desmarestia herbacea,11
Foggy Cove LOW 2019 5,Egregia menziesii,52
Foggy Cove LOW 2019 5,Fucus distichus,9
Foggy Cove LOW 2019 5,Halosaccion glandiforme,16
Foggy Cove LOW 2019 5,Leathesia marina,2
Foggy Cove LOW 2019 5,Limpet,1
Foggy Cove LOW 2019 5,Mastocarpus agardhii,3
Foggy Cove LOW 2019 5,Mastocarpus latissimus,3
Foggy Cove LOW 2019 5,Mazzaella oregona,7
Foggy Cove LOW 2019 5,Mazzaella splendens,3
Foggy Cove LOW 2019 5,Odonthalia floccosa,2
Foggy Cove LOW 2019 5,Palmaria hecatensis,1
Foggy Cove LOW 2019 5,Palmaria mollis,0.5
Foggy Cove LOW 2019 5,Polyneura latissima,5
Foggy Cove LOW 2019 5,Polysiphonia hendryi var. luxuriens,2
Foggy Cove LOW 2019 5,Pyropia perforata,1
Foggy Cove LOW 2019 5,Ralfsioid,1
Foggy Cove LOW 2019 5,Schizymenia pacifica,1
Foggy Cove LOW 2019 5,Tegula sp.,4
Foggy Cove LOW 2019 5,Ulva fenestrata,5
Foggy Cove LOW 2019 6,Acrosiphonia coalita,6
Foggy Cove LOW 2019 6,Alaria marginata,69
Foggy Cove LOW 2019 6,bare rock,3
Foggy Cove LOW 2019 6,Chamberlainium tumidum,1
Foggy Cove LOW 2019 6,Corallina vancouveriensis,12
Foggy Cove LOW 2019 6,Cryptosiphonia woodii,0.5
Foggy Cove LOW 2019 6,Fucus distichus,18
Foggy Cove LOW 2019 6,Halosaccion glandiforme,8
Foggy Cove LOW 2019 6,Hildenbrandia rubra,0.5
Foggy Cove LOW 2019 6,Leathesia marina,0.5
Foggy Cove LOW 2019 6,Mastocarpus intermedius,1
Foggy Cove LOW 2019 6,Mastocarpus latissimus,3
Foggy Cove LOW 2019 6,Mazzaella oregona,1
Foggy Cove LOW 2019 6,Palmaria hecatensis,1
Foggy Cove LOW 2019 6,Petrocelis,0.5
Foggy Cove LOW 2019 6,Phyllospadix scouleri,0.5
Foggy Cove LOW 2019 6,Polyneura latissima,1
Foggy Cove LOW 2019 6,Pyropia perforata,12
Foggy Cove LOW 2019 6,Ulva fenestrata,1
Foggy Cove LOW 2019 7,Acrosiphonia coalita,24
Foggy Cove LOW 2019 7,Alaria marginata,100
Foggy Cove LOW 2019 7,bare rock,17
Foggy Cove LOW 2019 7,Bossiella frondescens,1
Foggy Cove LOW 2019 7,Chamberlainium tumidum,0.5
Foggy Cove LOW 2019 7,Cryptosiphonia woodii,2
Foggy Cove LOW 2019 7,Fucus distichus,8
Foggy Cove LOW 2019 7,Halosaccion glandiforme,4
Foggy Cove LOW 2019 7,Hildenbrandia occidentalis,1
Foggy Cove LOW 2019 7,Hildenbrandia rubra,1
Foggy Cove LOW 2019 7,Limpet,1
Foggy Cove LOW 2019 7,Mastocarpus latissimus,4
Foggy Cove LOW 2019 7,Mazzaella splendens,1
Foggy Cove LOW 2019 7,Neogastroclonium subarticulatum,2
Foggy Cove LOW 2019 7,Palmaria hecatensis,5
Foggy Cove LOW 2019 7,Petrocelis,1
Foggy Cove LOW 2019 7,Polyneura latissima,3
Foggy Cove LOW 2019 7,Pyropia abbottiae,0.5
Foggy Cove LOW 2019 7,Pyropia fucicola,1
Foggy Cove LOW 2019 7,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2019 7,Snail,1
Foggy Cove LOW 2019 7,Spirorbis,3
Foggy Cove LOW 2019 7,Ulva linza,2
Foggy Cove LOW 2019 8,Acrosiphonia coalita,27
Foggy Cove LOW 2019 8,Alaria marginata,57
Foggy Cove LOW 2019 8,bare rock,42
