"UID","Taxon","Abundance"
"Meay Channel LOW 2016 6","Cladophora sericea","0.5"
"Meay Channel LOW 2016 6","Frederikia sp.","1"
"Meay Channel LOW 2016 6","Hildenbrandia (thin)","86"
"Meay Channel LOW 2016 6","Macrocystis pyrifera","100"
"Meay Channel LOW 2016 6","Mastocarpus agardhii","0.5"
"Meay Channel LOW 2016 6","Neorhodomela aculeata","6"
"Meay Channel LOW 2016 6","Palmaria mollis","1"
"Meay Channel LOW 2016 6","Sargassum muticum","5"
"Meay Channel LOW 2016 6","Sphacelaria rigidula","9"
"Meay Channel LOW 2016 6","Ulva lactuca","3"
"Meay Channel LOW 2016 6","Clam shell, dead (%)","1"
"Meay Channel LOW 2016 7","BARE ROCK (%)","5"
"Meay Channel LOW 2016 7","Bossiella frondescens","2"
"Meay Channel LOW 2016 7","Ceramium pacificum","4"
"Meay Channel LOW 2016 7","Colpomenia peregrina","4"
"Meay Channel LOW 2016 7","Constantinea subulifera","1"
"Meay Channel LOW 2016 7","Halosaccion glandiforme","0.5"
"Meay Channel LOW 2016 7","Hildenbrandia (thick)","2"
"Meay Channel LOW 2016 7","Hildenbrandia (thin)","4"
"Meay Channel LOW 2016 7","Leathesia marina","3"
"Meay Channel LOW 2016 7","Lomentaria hakodatensis","1"
"Meay Channel LOW 2016 7","Mastocarpus alaskensis","6"
"Meay Channel LOW 2016 7","Neodilsia borealis","3"
"Meay Channel LOW 2016 7","Neorhodomela aculeata","38"
"Meay Channel LOW 2016 7","Sargassum muticum","36"
"Meay Channel LOW 2016 7","Ulva lactuca","8"
"Meay Channel LOW 2016 7","Ulva prolifera","0.5"
"Meay Channel LOW 2016 8","BARE ROCK (%)","10"
"Meay Channel LOW 2016 8","CORALLINE (%)","4"
"Meay Channel LOW 2016 8","Blidingia minima","0.5"
"Meay Channel LOW 2016 8","Bossiella frondescens","3"
"Meay Channel LOW 2016 8","Cladophora columbiana","0.5"
"Meay Channel LOW 2016 8","Coralline crust, unknown","1"
"Meay Channel LOW 2016 8","Halosaccion glandiforme","0.5"
"Meay Channel LOW 2016 8","Hildenbrandia (thick)","15"
"Meay Channel LOW 2016 8","Leathesia marina","3"
"Meay Channel LOW 2016 8","Mazzaella parvula","5"
"Meay Channel LOW 2016 8","Neorhodomela aculeata","14"
"Meay Channel LOW 2016 8","Sargassum muticum","65"
"Meay Channel LOW 2016 8","Ulva lactuca","10"
"Meay Channel LOW 2016 8","Unidentified turf (scuz, etc.)","4"
"Meay Channel LOW 2016 8","Barnacle sp. (%)","2"
"Meay Channel LOW 2016 8","Clam shell, dead (%)","0.5"
"Meay Channel LOW 2016 8","Pododesmus (#)","1"
"Meay Channel LOW 2016 8","Pugettia","2"
"Meay Channel LOW 2016 9","Acrosiphonia arcta","0.5"
"Meay Channel LOW 2016 9","Cladophora sericea","3"
"Meay Channel LOW 2016 9","Constantinea subulifera","1"
"Meay Channel LOW 2016 9","Coralline crust, unknown","0.5"
"Meay Channel LOW 2016 9","Endocladia muricata","0.5"
"Meay Channel LOW 2016 9","Fucus distichus","1"
"Meay Channel LOW 2016 9","Gelidium sp.","1"
"Meay Channel LOW 2016 9","Halosaccion glandiforme","0.5"
"Meay Channel LOW 2016 9","Hildenbrandia (thin)","12"
"Meay Channel LOW 2016 9","Leathesia marina","3"
"Meay Channel LOW 2016 9","Lomentaria hakodatensis","1"
"Meay Channel LOW 2016 9","Mastocarpus latissimus","2"
"Meay Channel LOW 2016 9","Neorhodomela aculeata","23"
"Meay Channel LOW 2016 9","Ralfsia sp [brown crust]","trace"
"Meay Channel LOW 2016 9","Sargassum muticum","11"
"Meay Channel LOW 2016 9","Sphacelaria rigidula","5"
"Meay Channel LOW 2016 9","Ulva lactuca","9"
"Meay Channel LOW 2016 9","Ulva prolifera","1"
"Meay Channel LOW 2016 9","Barnacle sp. (%)","2"
"Meay Channel LOW 2016 9","Clam shell, dead (%)","1"
"Meay Channel LOW 2016 10","BARE ROCK (%)","5"
"Meay Channel LOW 2016 10","Bossiella frondescens","0.5"
"Meay Channel LOW 2016 10","Ceramium pacificum","2"
"Meay Channel LOW 2016 10","Colpomenia peregrina","4"
"Meay Channel LOW 2016 10","Coralline crust, unknown","5"
"Meay Channel LOW 2016 10","Fucus distichus","4"
"Meay Channel LOW 2016 10","Halosaccion glandiforme","2"
"Meay Channel LOW 2016 10","Hildenbrandia (thin)","8"
"Meay Channel LOW 2016 10","Leathesia marina","2"
"Meay Channel LOW 2016 10","Lomentaria hakodatensis","0.5"
"Meay Channel LOW 2016 10","Mastocarpus alaskensis","2"
"Meay Channel LOW 2016 10","Neorhodomela aculeata","9"
"Meay Channel LOW 2016 10","Sargassum muticum","3"
"Meay Channel LOW 2016 10","Scytosiphon dotyi","0.5"
"Meay Channel LOW 2016 10","Sphacelaria rigidula","0.5"
"Meay Channel LOW 2016 10","Ulva lactuca","21"
"Meay Channel LOW 2016 10","Ulva prolifera","9"
"Meay Channel LOW 2016 10","Clam shell, dead (%)","2"
"Meay Channel MID 2016 1","BARE ROCK (%)","6"
"Meay Channel MID 2016 1","Cryptosiphonia woodii","6"
"Meay Channel MID 2016 1","Fucus distichus","1"
"Meay Channel MID 2016 1","Halosaccion glandiforme","0.5"
"Meay Channel MID 2016 1","Hildenbrandia (thick)","4"
"Meay Channel MID 2016 1","Hildenbrandia (thin)","4"
"Meay Channel MID 2016 1","Leathesia marina","4"
"Meay Channel MID 2016 1","Neorhodomela aculeata","7"
"Meay Channel MID 2016 1","Ulva lactuca","5"
"Meay Channel MID 2016 1","Unidentified turf (scuz, etc.)","8"
"Meay Channel MID 2016 1","Clam shell, dead (%)","3"
"Meay Channel MID 2016 2","BARE ROCK (%)","11"
"Meay Channel MID 2016 2","Acrosiphonia arcta","0.5"
"Meay Channel MID 2016 2","Cryptosiphonia woodii","7"
"Meay Channel MID 2016 2","Fucus distichus","5"
"Meay Channel MID 2016 2","Halosaccion glandiforme","3"
"Meay Channel MID 2016 2","Hildenbrandia (thick)","0.5"
"Meay Channel MID 2016 2","Hildenbrandia (thin)","7"
"Meay Channel MID 2016 2","Leathesia marina","3"
"Meay Channel MID 2016 2","Neorhodomela aculeata","2"
"Meay Channel MID 2016 2","Ulva lactuca","7"
"Meay Channel MID 2016 2","Ulva prolifera","1"
"Meay Channel MID 2016 2","Unidentified turf (scuz, etc.)","3"
"Meay Channel MID 2016 2","Barnacle sp. (%)","2"
"Meay Channel MID 2016 2","Clam shell, dead (%)","6"
"Meay Channel MID 2016 3","BARE ROCK (%)","20"
"Meay Channel MID 2016 3","Black spots on Fucus","1"
"Meay Channel MID 2016 3","Blidingia minima","0.5"
"Meay Channel MID 2016 3","Cryptosiphonia woodii","3"
"Meay Channel MID 2016 3","Fucus distichus","15"
"Meay Channel MID 2016 3","Halosaccion glandiforme","4"
"Meay Channel MID 2016 3","Hildenbrandia (thick)","5"
"Meay Channel MID 2016 3","Leathesia marina","3"
"Meay Channel MID 2016 3","Mastocarpus latissimus","3"
"Meay Channel MID 2016 3","Neorhodomela aculeata","2"
"Meay Channel MID 2016 3","Ulva lactuca","10"
"Meay Channel MID 2016 3","Unidentified turf (scuz, etc.)","10"
"Meay Channel MID 2016 3","Barnacle sp. (%)","2"
"Meay Channel MID 2016 3","Clam shell, dead (%)","7"
"Meay Channel MID 2016 4","BARE ROCK (%)","16"
"Meay Channel MID 2016 4","Black spots on Fucus","0.5"
"Meay Channel MID 2016 4","Blidingia minima","2"
"Meay Channel MID 2016 4","Cryptosiphonia woodii","3"
"Meay Channel MID 2016 4","Fucus distichus","26"
"Meay Channel MID 2016 4","Hildenbrandia (thick)","5"
"Meay Channel MID 2016 4","Leathesia marina","0.5"
"Meay Channel MID 2016 4","Mastocarpus latissimus","5"
"Meay Channel MID 2016 4","Neorhodomela aculeata","3"
"Meay Channel MID 2016 4","Odonthalia floccosa","1"
"Meay Channel MID 2016 4","Petrocelis","0.5"
"Meay Channel MID 2016 4","Ralfsia sp [brown crust]","4"
"Meay Channel MID 2016 4","Ulva lactuca","19"
"Meay Channel MID 2016 4","Unidentified turf (scuz, etc.)","2"
"Meay Channel MID 2016 4","Barnacle sp. (%)","3"
"Meay Channel MID 2016 4","Limpets (#)","1"
"Meay Channel MID 2016 4","Clam shell, dead (%)","5"
"Meay Channel MID 2016 4","Pagurus","2"
"Meay Channel MID 2016 4","Pugettia","1"
"Meay Channel MID 2016 5","BARE ROCK (%)","2"
"Meay Channel MID 2016 5","Cladophora columbiana","4"
"Meay Channel MID 2016 5","Fucus distichus","10"
"Meay Channel MID 2016 5","Halosaccion glandiforme","1"
"Meay Channel MID 2016 5","Hildenbrandia (thick)","9"
"Meay Channel MID 2016 5","Leathesia marina","3"
"Meay Channel MID 2016 5","Lomentaria hakodatensis","4"
"Meay Channel MID 2016 5","Mastocarpus alaskensis","1"
"Meay Channel MID 2016 5","Neorhodomela aculeata","1"
"Meay Channel MID 2016 5","Ulva lactuca","11"
"Meay Channel MID 2016 5","Ulva prolifera","3"
"Meay Channel MID 2016 5","Clam shell, dead (%)","4"
"Meay Channel MID 2016 6","BARE ROCK (%)","4"
"Meay Channel MID 2016 6","Acrosiphonia arcta","trace"
"Meay Channel MID 2016 6","Fucus distichus","1"
"Meay Channel MID 2016 6","Halosaccion glandiforme","3"
"Meay Channel MID 2016 6","Hildenbrandia (thin)","9"
"Meay Channel MID 2016 6","Leathesia marina","1"
"Meay Channel MID 2016 6","Neorhodomela aculeata","3"
"Meay Channel MID 2016 6","Ralfsia sp [brown crust]","trace"
"Meay Channel MID 2016 6","Ulva lactuca","26"
"Meay Channel MID 2016 6","Ulva prolifera","0.5"
"Meay Channel MID 2016 6","Unidentified turf (scuz, etc.)","5"
"Meay Channel MID 2016 6","Barnacle sp. (%)","trace"
"Meay Channel MID 2016 6","Clam shell, dead (%)","5"
"Meay Channel MID 2016 7","BARE ROCK (%)","15"
"Meay Channel MID 2016 7","Acrosiphonia arcta","trace"
"Meay Channel MID 2016 7","Cryptosiphonia woodii","7"
"Meay Channel MID 2016 7","Halosaccion glandiforme","2"
"Meay Channel MID 2016 7","Hildenbrandia (thin)","8"
"Meay Channel MID 2016 7","Leathesia marina","2"
"Meay Channel MID 2016 7","Neorhodomela aculeata","10"
"Meay Channel MID 2016 7","Ulva lactuca","13"
"Meay Channel MID 2016 7","Ulva prolifera","1"
"Meay Channel MID 2016 7","Unidentified turf (scuz, etc.)","7"
"Meay Channel MID 2016 7","Barnacle sp. (%)","0.5"
"Meay Channel MID 2016 7","Clam shell, dead (%)","7"
"Meay Channel MID 2016 8","BARE ROCK (%)","5"
"Meay Channel MID 2016 8","Acrosiphonia arcta","trace"
"Meay Channel MID 2016 8","Cryptosiphonia woodii","5"
"Meay Channel MID 2016 8","Fucus distichus","7"
"Meay Channel MID 2016 8","Halosaccion glandiforme","3"
"Meay Channel MID 2016 8","Hildenbrandia (thin)","6"
"Meay Channel MID 2016 8","Leathesia marina","3"
"Meay Channel MID 2016 8","Mastocarpus latissimus","11"
"Meay Channel MID 2016 8","Neorhodomela aculeata","4"
"Meay Channel MID 2016 8","Petrocelis","23"
"Meay Channel MID 2016 8","Ulva lactuca","3"
"Meay Channel MID 2016 8","Ulva prolifera","2"
"Meay Channel MID 2016 8","Unidentified turf (scuz, etc.)","5"
"Meay Channel MID 2016 8","Clam shell, dead (%)","5"
"Meay Channel MID 2016 9","BARE ROCK (%)","7"
"Meay Channel MID 2016 9","Cryptosiphonia woodii","0.5"
"Meay Channel MID 2016 9","Halosaccion glandiforme","8"
"Meay Channel MID 2016 9","Hildenbrandia (thick)","9"
"Meay Channel MID 2016 9","Leathesia marina","3"
"Meay Channel MID 2016 9","Neorhodomela aculeata","10"
"Meay Channel MID 2016 9","Ulva lactuca","3"
"Meay Channel MID 2016 9","Unidentified turf (scuz, etc.)","7"
"Meay Channel MID 2016 9","Barnacle sp. (%)","0.5"
"Meay Channel MID 2016 9","Clam shell, dead (%)","11"
"Meay Channel MID 2016 10","BARE ROCK (%)","22"
"Meay Channel MID 2016 10","Black spots on Fucus","0.5"
"Meay Channel MID 2016 10","Blidingia minima","0.5"
"Meay Channel MID 2016 10","Cladophora sericea","1"
"Meay Channel MID 2016 10","Cryptosiphonia woodii","0.5"
"Meay Channel MID 2016 10","Fucus distichus","15"
"Meay Channel MID 2016 10","Halosaccion glandiforme","2"
"Meay Channel MID 2016 10","Hildenbrandia (thick)","18"
"Meay Channel MID 2016 10","Leathesia marina","2"
"Meay Channel MID 2016 10","Mastocarpus latissimus","0.5"
"Meay Channel MID 2016 10","Neorhodomela aculeata","3"
"Meay Channel MID 2016 10","Ulva lactuca","0.5"
"Meay Channel MID 2016 10","Unidentified turf (scuz, etc.)","10"
"Meay Channel MID 2016 10","Barnacle sp. (%)","3"
"Meay Channel MID 2016 10","Anemone (%)","0.5"
"Meay Channel MID 2016 10","Limpets (#)","1"
"Meay Channel MID 2016 10","Clam shell, dead (%)","5"
"Meay Channel MID 2016 10","Tidepool sculpin","1"
"Meay Channel HIGH 2016 1","BARE ROCK (%)","9"
"Meay Channel HIGH 2016 1","Ceramium pacificum","0.5"
"Meay Channel HIGH 2016 1","Fucus distichus","1"
"Meay Channel HIGH 2016 1","Gloiopeltis furcata (including base only)","1"
"Meay Channel HIGH 2016 1","Hildenbrandia (thick)","0.5"
"Meay Channel HIGH 2016 1","Leathesia marina","1"
"Meay Channel HIGH 2016 1","Neorhodomela aculeata","2"
"Meay Channel HIGH 2016 1","Petrocelis","0.5"
"Meay Channel HIGH 2016 1","Ralfsia sp [brown crust]","5"
"Meay Channel HIGH 2016 1","Ulva lactuca","4"
"Meay Channel HIGH 2016 1","Barnacle sp. (%)","5"
"Meay Channel HIGH 2016 1","Limpets (#)","7"
"Meay Channel HIGH 2016 1","Clam shell, dead (%)","5"
"Meay Channel HIGH 2016 2","BARE ROCK (%)","4"
"Meay Channel HIGH 2016 2","Fucus distichus","1"
"Meay Channel HIGH 2016 2","Halosaccion glandiforme","0.5"
"Meay Channel HIGH 2016 2","Hildenbrandia (thick)","0.5"
"Meay Channel HIGH 2016 2","Neorhodomela aculeata","0.5"
"Meay Channel HIGH 2016 2","Ulva lactuca","6"
"Meay Channel HIGH 2016 2","Barnacle sp. (%)","0.5"
"Meay Channel HIGH 2016 2","Littorine snails (#)","1"
"Meay Channel HIGH 2016 2","Clam shell, dead (%)","7"
"Meay Channel HIGH 2016 3","BARE ROCK (%)","7"
"Meay Channel HIGH 2016 3","Fucus distichus","0.5"
"Meay Channel HIGH 2016 3","Gloiopeltis furcata (including base only)","2"
"Meay Channel HIGH 2016 3","Hildenbrandia (thick)","0.5"
"Meay Channel HIGH 2016 3","Leathesia marina","2"
"Meay Channel HIGH 2016 3","Mastocarpus alaskensis","0.5"
"Meay Channel HIGH 2016 3","Neorhodomela aculeata","7"
"Meay Channel HIGH 2016 3","Petrocelis","1"
"Meay Channel HIGH 2016 3","Soranthera ulvoidea","0.5"
"Meay Channel HIGH 2016 3","Ulva lactuca","13"
"Meay Channel HIGH 2016 3","Barnacle sp. (%)","6"
"Meay Channel HIGH 2016 3","Limpets (#)","2"
"Meay Channel HIGH 2016 3","Littorine snails (#)","21"
"Meay Channel HIGH 2016 3","Clam shell, dead (%)","1"
"Meay Channel HIGH 2016 4","BARE ROCK (%)","2"
"Meay Channel HIGH 2016 4","Cladophora columbiana","trace"
"Meay Channel HIGH 2016 4","Fucus distichus","13"
"Meay Channel HIGH 2016 4","Gloiopeltis furcata (including base only)","trace"
"Meay Channel HIGH 2016 4","Hildenbrandia (thick)","3"
"Meay Channel HIGH 2016 4","Leathesia marina","1"
"Meay Channel HIGH 2016 4","Mastocarpus alaskensis","2"
"Meay Channel HIGH 2016 4","Neorhodomela aculeata","3"
"Meay Channel HIGH 2016 4","Ulva lactuca","2"
"Meay Channel HIGH 2016 4","Barnacle sp. (%)","22"
"Meay Channel HIGH 2016 4","Clam shell, dead (%)","1"
"Meay Channel HIGH 2016 5","BARE ROCK (%)","5"
"Meay Channel HIGH 2016 5","Gloiopeltis furcata (including base only)","0.5"
"Meay Channel HIGH 2016 5","Hildenbrandia (thick)","0.5"
"Meay Channel HIGH 2016 5","Mastocarpus alaskensis","0.5"
"Meay Channel HIGH 2016 5","Petrocelis","0.5"
"Meay Channel HIGH 2016 5","Ulva lactuca","6"
"Meay Channel HIGH 2016 5","Clam shell, dead (%)","7"
"Meay Channel HIGH 2016 6","BARE ROCK (%)","4.5"
"Meay Channel HIGH 2016 6","WOOD","2.5"
"Meay Channel HIGH 2016 6","Hildenbrandia (thin)","0.5"
"Meay Channel HIGH 2016 6","Ulva lactuca","31"
"Meay Channel HIGH 2016 6","Barnacle sp. (%)","2"
"Meay Channel HIGH 2016 6","Clam shell, dead (%)","8"
"Meay Channel HIGH 2016 7","BARE ROCK (%)","21"
"Meay Channel HIGH 2016 7","Ceramium pacificum","1"
"Meay Channel HIGH 2016 7","Fucus distichus","7"
"Meay Channel HIGH 2016 7","Gloiopeltis furcata (including base only)","2"
"Meay Channel HIGH 2016 7","Leathesia marina","1"
"Meay Channel HIGH 2016 7","Mastocarpus alaskensis","3"
"Meay Channel HIGH 2016 7","Mazzaella oregona","4"
"Meay Channel HIGH 2016 7","Neorhodomela aculeata","14"
"Meay Channel HIGH 2016 7","Petrocelis","2"
"Meay Channel HIGH 2016 7","Ulva lactuca","0.5"
"Meay Channel HIGH 2016 7","Ulva prolifera","0.5"
"Meay Channel HIGH 2016 7","Barnacle sp. (%)","22"
"Meay Channel HIGH 2016 7","Clam shell, dead (%)","4"
"Meay Channel HIGH 2016 8","BARE ROCK (%)","4"
"Meay Channel HIGH 2016 8","Hildenbrandia (thick)","0.5"
"Meay Channel HIGH 2016 8","Neorhodomela aculeata","0.5"
"Meay Channel HIGH 2016 8","Ralfsia sp [brown crust]","0.5"
"Meay Channel HIGH 2016 8","Ulva lactuca","4"
"Meay Channel HIGH 2016 8","Clam shell, dead (%)","6"
"Meay Channel HIGH 2016 9","BARE ROCK (%)","3.5"
"Meay Channel HIGH 2016 9","Fucus distichus","8"
"Meay Channel HIGH 2016 9","Gloiopeltis furcata (including base only)","5"
"Meay Channel HIGH 2016 9","Hildenbrandia (thick)","4"
"Meay Channel HIGH 2016 9","Leathesia marina","1"
"Meay Channel HIGH 2016 9","Neorhodomela aculeata","7"
"Meay Channel HIGH 2016 9","Ulva lactuca","4"
"Meay Channel HIGH 2016 9","Clam shell, dead (%)","3"
"Meay Channel HIGH 2016 10","BARE ROCK (%)","24"
"Meay Channel HIGH 2016 10","Cladophora columbiana","0.5"
"Meay Channel HIGH 2016 10","Gloiopeltis furcata (including base only)","3"
"Meay Channel HIGH 2016 10","Leathesia marina","0.5"
"Meay Channel HIGH 2016 10","Mastocarpus alaskensis","1"
"Meay Channel HIGH 2016 10","Neorhodomela aculeata","30"
"Meay Channel HIGH 2016 10","Petrocelis","0.5"
"Meay Channel HIGH 2016 10","Pyropia perforata","1"
"Meay Channel HIGH 2016 10","Mytillus sp. (%)","0.5"
"Meay Channel HIGH 2016 10","Barnacle sp. (%)","10"
"Meay Channel HIGH 2016 10","Limpets (#)","11"
"Meay Channel HIGH 2016 10","Littorine snails (#)","100"
"Meay Channel HIGH 2016 10","Clam shell, dead (%)","28"
"Meay Channel HIGH 2016 10","crabs","2"
"Foggy Cove LOW 2017 1","BARE ROCK / SUBSTRATE (%)","1"
"Foggy Cove LOW 2017 1","CORALLINE (%)","18"
"Foggy Cove LOW 2017 1","Bossiella frondescens","2"
"Foggy Cove LOW 2017 1","Bossiella frondifera","11"
"Foggy Cove LOW 2017 1","Bossiella hakaiensis","0.5"
"Foggy Cove LOW 2017 1","Callophyllis sp.","0.5"
"Foggy Cove LOW 2017 1","Ceramium pacificum","1"
"Foggy Cove LOW 2017 1","Corallina officinalis","trace"
"Foggy Cove LOW 2017 1","Coralline crust, unknown","0.5"
"Foggy Cove LOW 2017 1","Costaria costata","15"
"Foggy Cove LOW 2017 1","Egregia menziesii","15"
"Foggy Cove LOW 2017 1","Elachista fucicola","trace"
"Foggy Cove LOW 2017 1","Hildenbrandia rubra (thin)","1"
"Foggy Cove LOW 2017 1","Lithothamnion phymatodeum","4"
"Foggy Cove LOW 2017 1","Mastocarpus agardhii","1"
"Foggy Cove LOW 2017 1","Mazzaella oregona","12"
"Foggy Cove LOW 2017 1","Neogastroclonium subarticulatum","35"
"Foggy Cove LOW 2017 1","Neorhodomela larix","2"
"Foggy Cove LOW 2017 1","Nereocystis luetkeana","1"
"Foggy Cove LOW 2017 1","Osmundea spectabilis","3"
"Foggy Cove LOW 2017 1","Phyllospadix scouleri","10"
"Foggy Cove LOW 2017 1","Plocamium violaceum","trace"
"Foggy Cove LOW 2017 1","Prionitis sternbergii","5"
"Foggy Cove LOW 2017 1","Ptilota serrata (coarse)","0.5"
"Foggy Cove LOW 2017 1","Saccharina groenlandica","0.5"
"Foggy Cove LOW 2017 2","BARE ROCK / SUBSTRATE (%)","5"
"Foggy Cove LOW 2017 2","CORALLINE (%)","50"
"Foggy Cove LOW 2017 2","Alaria marginata","3"
"Foggy Cove LOW 2017 2","Bossiella frondescens","4"
"Foggy Cove LOW 2017 2","Bossiella frondifera","38"
"Foggy Cove LOW 2017 2","Corallina vancouveriensis","0.5"
"Foggy Cove LOW 2017 2","Coralline crust, unknown","10"
"Foggy Cove LOW 2017 2","Costaria costata","0.5"
"Foggy Cove LOW 2017 2","Cryptosiphonia woodii","1"
"Foggy Cove LOW 2017 2","Cumathamnion decipiens","1"
"Foggy Cove LOW 2017 2","Desmarestia ligulata","3"
"Foggy Cove LOW 2017 2","Egregia menziesii","72"
"Foggy Cove LOW 2017 2","Fucus distichus","3"
"Foggy Cove LOW 2017 2","Halosaccion glandiforme","0.5"
"Foggy Cove LOW 2017 2","Hildenbrandia rubra (thin)","2"
"Foggy Cove LOW 2017 2","Mastocarpus latissimus","1"
"Foggy Cove LOW 2017 2","Mazzaella oregona","1"
"Foggy Cove LOW 2017 2","Mazzaella splendens","8"
"Foggy Cove LOW 2017 2","Neogastroclonium subarticulatum","3"
"Foggy Cove LOW 2017 2","Neopolyporolithon reclinatum","0.5"
"Foggy Cove LOW 2017 2","Odonthalia floccosa","1"
"Foggy Cove LOW 2017 2","Osmundea spectabilis","0.5"
"Foggy Cove LOW 2017 2","Petrocelis","0.5"
"Foggy Cove LOW 2017 2","Phyllospadix scouleri","0.5"
"Foggy Cove LOW 2017 2","Polyneura latissima","34"
"Foggy Cove LOW 2017 2","Prionitis sternbergii","0.5"
"Foggy Cove LOW 2017 2","Ptilota serrata (coarse)","6"
"Foggy Cove LOW 2017 2","Pyropia perforata","0.5"
"Foggy Cove LOW 2017 2","Ralfsia sp.","0.5"
"Foggy Cove LOW 2017 2","Scytosiphon lomentaria","0.5"
"Foggy Cove LOW 2017 2","Ulva lactuca","0.5"
"Foggy Cove LOW 2017 2","Limpets (#)","1"
"Foggy Cove LOW 2017 3","BARE ROCK / SUBSTRATE (%)","5"
"Foggy Cove LOW 2017 3","CORALLINE (%)","21"
"Foggy Cove LOW 2017 3","Alaria marginata","1"
"Foggy Cove LOW 2017 3","Bossiella frondescens","6"
"Foggy Cove LOW 2017 3","Bossiella frondifera","7"
"Foggy Cove LOW 2017 3","Bossiella hakaiensis","3.5"
"Foggy Cove LOW 2017 3","Corallina arbuscula","trace"
"Foggy Cove LOW 2017 3","Corallina vancouveriensis","3"
"Foggy Cove LOW 2017 3","Egregia menziesii","93"
"Foggy Cove LOW 2017 3","Farlowia mollis","0.5"
"Foggy Cove LOW 2017 3","Fucus distichus","0.5"
"Foggy Cove LOW 2017 3","Lithothamnion phymatodeum","1.5"
"Foggy Cove LOW 2017 3","Mazzaella oregona","2"
"Foggy Cove LOW 2017 3","Mazzaella splendens","1"
"Foggy Cove LOW 2017 3","Neogastroclonium subarticulatum","16"
"Foggy Cove LOW 2017 3","Neorhodomela larix","7"
"Foggy Cove LOW 2017 3","Odonthalia floccosa","2"
"Foggy Cove LOW 2017 3","Osmundea spectabilis","6"
"Foggy Cove LOW 2017 3","Phyllospadix scouleri","5"
"Foggy Cove LOW 2017 3","Polyneura latissima","6"
"Foggy Cove LOW 2017 3","Prionitis sternbergii","7"
"Foggy Cove LOW 2017 3","Ptilota serrata (coarse)","6"
